,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_log_std_init,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
10,10,110.29353289999999,2024-04-18 01:42:49.872967,2024-04-18 01:56:31.654623,0 days 00:13:41.781656,tanh,0.00010181737066359753,0.92,0.9,0.0009716049928576428,-2.5660971944924613,constant,0.9,1024,medium,True,True,False,0.4779008638476626,COMPLETE
11,11,140.4260707,2024-04-18 01:43:00.678066,2024-04-18 01:56:21.906181,0 days 00:13:21.228115,tanh,8.057213712893492e-05,0.8,0.9999,0.48706167298768716,-0.016552895575303594,linear,0.5,256,small,True,True,False,0.34673819625394675,COMPLETE
12,12,15.9037282,2024-04-18 01:43:00.927399,2024-04-18 01:56:22.999674,0 days 00:13:22.072275,relu,0.00014511123745217382,1.0,0.995,0.7811580544064342,-0.4516866902118464,constant,5.0,512,small,True,False,False,0.07337358495187452,COMPLETE
13,13,,2024-04-18 01:43:04.641542,2024-04-18 01:48:34.936692,0 days 00:05:30.295150,tanh,0.008229726131419554,0.92,0.98,0.7134289783125001,-3.4667959461542557,constant,1.0,32,medium,False,False,False,0.016456612724693342,PRUNED
14,14,50.4526871,2024-04-18 01:43:56.403600,2024-04-18 01:57:20.930650,0 days 00:13:24.527050,tanh,0.00036413223712992456,0.95,0.98,0.12020324482368881,-3.161435589656391,linear,5.0,2048,medium,False,False,False,0.0299870261259072,PRUNED
15,15,133.6062247,2024-04-18 01:48:01.602751,2024-04-18 02:01:22.918060,0 days 00:13:21.315309,tanh,7.204377392793627e-07,0.9,0.9,0.03569126331240132,0.9922890683204599,linear,0.9,512,small,False,False,False,0.859290579556569,COMPLETE
16,16,109.5544753,2024-04-18 01:48:34.938687,2024-04-18 02:02:23.506386,0 days 00:13:48.567699,relu,1.3693672664428813e-08,0.99,0.99,0.00036569969770859075,0.23420899491614566,linear,0.6,128,small,True,True,False,0.23292070013357147,PRUNED
17,17,104.02547630000001,2024-04-18 01:56:04.143878,2024-04-18 02:09:22.388763,0 days 00:13:18.244885,tanh,2.482944032127058e-05,0.9,0.9999,0.00015604866862729513,-2.6804993259839325,linear,0.9,128,small,False,True,True,0.5748470114353296,PRUNED
18,18,109.47501319999999,2024-04-18 01:56:21.921803,2024-04-18 02:09:45.427789,0 days 00:13:23.505986,tanh,0.002930929466656702,0.8,0.9999,5.6272312960990415e-05,-2.2294723193352706,linear,0.9,64,small,True,True,True,0.19102242073804993,PRUNED
19,19,12.320023500000001,2024-04-18 01:56:22.999674,2024-04-18 02:09:57.292055,0 days 00:13:34.292381,tanh,1.6825993909962374e-05,1.0,0.9999,0.003662744032350613,-1.7477968099410695,constant,0.9,64,small,True,True,True,0.34703891797048814,PRUNED
20,20,62.6809257,2024-04-18 01:56:31.656618,2024-04-18 02:10:04.590534,0 days 00:13:32.933916,tanh,0.06525526168269719,0.8,0.9999,0.0008643128530164199,-3.7626866962367176,linear,0.9,64,small,False,True,True,0.5501473723227286,PRUNED
21,21,73.9709703,2024-04-18 01:57:20.931648,2024-04-18 02:15:10.955388,0 days 00:17:50.023740,tanh,0.008468364026768488,0.99,0.9999,2.4226778838869806e-05,-3.3537410224917052,linear,0.9,8,small,True,True,True,0.24018573282328465,PRUNED
22,22,23.1389838,2024-04-18 01:59:10.072432,2024-04-18 02:15:13.005904,0 days 00:16:02.933472,tanh,0.000825486996373332,0.98,0.9999,0.000235052365523621,-3.742499229998546,constant,0.9,16,medium,False,False,False,0.1401771930063209,PRUNED
23,23,90.73703370000001,2024-04-18 02:01:22.920054,2024-04-18 02:14:29.218488,0 days 00:13:06.298434,tanh,0.02653011277529224,0.98,0.9,5.625845696979923e-05,-3.1782136624570447,constant,0.9,128,medium,False,False,True,0.0792920104643054,PRUNED
24,24,112.06432360000001,2024-04-18 02:02:23.508381,2024-04-18 02:18:31.199783,0 days 00:16:07.691402,tanh,0.0011940269636272368,0.98,0.98,0.00011442053837847986,-2.44267354992523,linear,0.9,16,medium,False,False,False,0.005915027966288844,PRUNED
25,25,105.98128709999999,2024-04-18 02:09:22.389760,2024-04-18 02:25:20.453368,0 days 00:15:58.063608,tanh,0.00029188926477191314,0.8,0.9999,2.050948070434193e-05,-3.119818784022862,constant,0.7,16,medium,False,False,False,0.4317759226015453,PRUNED
26,26,80.978854,2024-04-18 02:09:45.429784,2024-04-18 02:22:47.882544,0 days 00:13:02.452760,tanh,0.050442389151589946,0.92,0.9999,3.6898841123345146e-05,-3.1402067696226137,constant,0.9,128,medium,False,False,False,0.29485783763392376,PRUNED
27,27,103.08549479999999,2024-04-18 02:09:57.295047,2024-04-18 02:26:03.783787,0 days 00:16:06.488740,relu,0.02291591792071147,0.98,0.9999,7.436420087343492e-05,-3.060135166868374,linear,0.9,16,medium,False,False,False,0.03839419597843485,PRUNED
28,28,57.1161468,2024-04-18 02:10:04.591531,2024-04-18 02:25:59.267638,0 days 00:15:54.676107,tanh,0.005032143794387442,0.9,0.9999,0.0006349993400475009,-2.9587091309665485,constant,0.9,16,medium,False,False,False,0.15552040394434125,PRUNED
29,29,10.7478103,2024-04-18 02:14:29.219486,2024-04-18 02:29:47.203347,0 days 00:15:17.983861,tanh,5.178472621269866e-05,0.8,0.9999,0.6247333447278155,0.7175895030051174,linear,0.3,16,small,True,True,True,0.36195783511185625,PRUNED
30,30,27.568656800000003,2024-04-18 02:15:10.956386,2024-04-18 02:31:25.929569,0 days 00:16:14.973183,tanh,0.03290868147172446,0.98,0.9999,2.9016430025349742e-05,-3.826813796744868,constant,0.6,16,medium,True,False,False,0.09903376756372906,PRUNED
31,31,134.20550029999998,2024-04-18 02:15:13.006901,2024-04-18 02:28:03.507892,0 days 00:12:50.500991,tanh,9.33546425789432e-07,0.98,0.99,0.0887145984623009,-1.2905327977788694,linear,0.5,256,small,True,True,False,0.45946994279651976,COMPLETE
32,32,3.1449450000000003,2024-04-18 02:18:31.201778,2024-04-18 02:31:46.594750,0 days 00:13:15.392972,tanh,0.00026196815316391857,0.98,0.9999,0.16399383833243555,-0.16526918161382997,linear,0.5,256,small,False,True,False,0.529357830825431,PRUNED
33,33,4.374567000000001,2024-04-18 02:22:47.884539,2024-04-18 02:35:39.278991,0 days 00:12:51.394452,tanh,0.00017952142897898184,0.8,0.9999,0.7615521109426293,-1.1206785606853673,linear,0.5,1024,small,True,False,False,0.341700277245398,PRUNED
34,34,139.1510003,2024-04-18 02:25:20.456360,2024-04-18 02:38:41.914638,0 days 00:13:21.458278,tanh,0.0008270415014249672,1.0,0.999,0.17703877607863683,-0.06628094939580202,linear,0.5,256,small,True,True,False,0.15134957869490837,COMPLETE
35,35,10.278405600000001,2024-04-18 02:25:59.268635,2024-04-18 02:39:52.776069,0 days 00:13:53.507434,tanh,0.000136539080305333,0.8,0.9999,0.463825053848279,0.3498236848799394,constant,0.5,64,small,True,True,False,0.5061428671794934,PRUNED
36,36,42.396972700000006,2024-04-18 02:26:03.785781,2024-04-18 02:45:32.789980,0 days 00:19:29.004199,tanh,9.648290717147214e-05,0.8,0.99,0.10618820793919559,-0.998081687314899,linear,0.5,8,small,True,True,False,0.2802654630114374,PRUNED
37,37,4.9589904,2024-04-18 02:28:03.508890,2024-04-18 02:41:01.695890,0 days 00:12:58.187000,tanh,0.0007238791294406781,0.8,0.9999,0.46119320360552835,-0.6412436988051131,linear,0.5,256,small,True,False,True,0.3561015413970417,PRUNED
38,38,4.2147879,2024-04-18 02:29:47.205341,2024-04-18 02:43:01.156268,0 days 00:13:13.950927,tanh,1.0203548949143586e-06,0.98,0.99,0.037286987313936704,-0.990185379723485,linear,0.8,256,small,True,True,False,0.6122119354413172,PRUNED
39,39,45.0131146,2024-04-18 02:31:25.931564,2024-04-18 02:44:23.295981,0 days 00:12:57.364417,tanh,1.0282079755448098e-05,0.8,0.99,0.7229916357549543,-0.5166917234404289,linear,0.5,256,small,True,True,False,0.34312099391838846,PRUNED
40,40,42.535219899999994,2024-04-18 02:31:46.595748,2024-04-18 02:46:39.883164,0 days 00:14:53.287416,tanh,8.612902449200826e-06,0.8,0.999,0.9685993546334734,-0.46506876253720897,linear,0.5,32,small,True,True,False,0.3511931832487777,PRUNED
41,41,37.6414315,2024-04-18 02:35:39.280003,2024-04-18 02:48:42.515618,0 days 00:13:03.235615,tanh,0.00010731507374439942,0.9,0.9999,0.7673319488853757,-1.33574987254788,linear,0.6,256,small,True,True,False,0.07164691365848064,PRUNED
42,42,139.441621,2024-04-18 02:38:41.916660,2024-04-18 02:52:13.035378,0 days 00:13:31.118718,tanh,1.230014800817498e-05,1.0,0.999,0.07925576935678716,-0.8642702813374613,linear,0.5,256,small,True,True,False,0.11249862426257615,COMPLETE
43,43,5.2579196999999995,2024-04-18 02:39:52.778064,2024-04-18 02:53:21.882871,0 days 00:13:29.104807,tanh,0.0053318673226442235,1.0,0.995,0.36145208408146967,-0.0398580043206463,linear,0.5,256,small,True,True,False,0.09114435100135784,PRUNED
44,44,42.9362767,2024-04-18 02:41:01.696912,2024-04-18 02:54:06.831292,0 days 00:13:05.134380,tanh,0.00029673961047220243,1.0,0.999,0.10798642379271545,0.2522562616859428,linear,0.5,2048,small,True,True,False,0.2083608037752904,PRUNED
45,45,131.56335049999998,2024-04-18 02:43:01.158263,2024-04-18 02:56:37.569417,0 days 00:13:36.411154,tanh,0.00031440819075351733,1.0,0.999,0.013204140109192464,-0.8794663629709404,constant,5.0,256,small,True,True,False,0.1374443891159876,COMPLETE
46,46,4.101242,2024-04-18 02:44:23.297996,2024-04-18 02:59:19.186733,0 days 00:14:55.888737,tanh,0.0029134909811126125,1.0,0.999,0.22722768740938032,-0.042390738619191445,linear,0.5,32,small,True,True,False,0.09288862262675715,PRUNED
47,47,4.3360068,2024-04-18 02:45:32.790978,2024-04-18 02:59:17.531533,0 days 00:13:44.740555,tanh,0.00020683481058953156,1.0,0.999,0.18653372226501266,0.2640541216315245,linear,0.7,256,medium,True,True,False,0.20548753984691087,PRUNED
48,48,43.057048200000004,2024-04-18 02:46:39.884161,2024-04-18 03:00:32.916644,0 days 00:13:53.032483,tanh,0.0003241776441841695,1.0,0.999,0.15861165562175433,0.03950830813789534,linear,5.0,512,small,True,True,False,0.08324374173501735,PRUNED
49,49,3.9455783999999996,2024-04-18 02:48:42.516615,2024-04-18 03:02:42.594630,0 days 00:14:00.078015,tanh,2.725137509654162e-06,0.98,0.999,0.00765628721775833,-0.7823806113914428,linear,0.5,128,medium,True,True,False,0.5475774884668481,PRUNED
50,50,138.09381220000003,2024-04-18 02:52:13.036376,2024-04-18 03:06:09.984731,0 days 00:13:56.948355,tanh,0.029095054932904433,1.0,0.999,0.7781361905688734,0.22145354754270352,linear,5.0,256,small,True,True,False,0.07551125939203096,COMPLETE
51,51,94.01575559999999,2024-04-18 02:53:21.883868,2024-04-18 03:07:02.776354,0 days 00:13:40.892486,tanh,0.02168063200443515,0.95,0.9999,3.57203446067027e-05,-3.3023108477652587,linear,2.0,2048,small,False,False,False,0.18368876564896539,PRUNED
52,52,121.72254339999999,2024-04-18 02:54:06.832289,2024-04-18 03:07:36.185011,0 days 00:13:29.352722,tanh,0.0005865002568753031,0.95,0.9999,0.6217476056286935,0.370966258088659,linear,0.9,512,small,True,True,False,0.4957421322468766,PRUNED
53,53,73.9903059,2024-04-18 02:56:37.570414,2024-04-18 03:10:26.162280,0 days 00:13:48.591866,relu,0.010586527084169097,1.0,0.999,0.041549158910673345,0.2734966313088693,linear,0.3,256,small,True,True,True,0.32703841045203486,PRUNED
54,54,99.1203987,2024-04-18 02:59:17.533528,2024-04-18 03:13:06.521062,0 days 00:13:48.987534,relu,0.005997237357698712,0.8,0.9999,0.07423690181076814,-0.1130123483966569,linear,0.3,256,small,True,True,False,0.4285421243239299,PRUNED
55,55,21.795622599999998,2024-04-18 02:59:19.187756,2024-04-18 03:12:59.504804,0 days 00:13:40.317048,relu,0.09002960287316367,0.98,0.99,0.0005458604898791029,-3.2564307974387545,constant,0.9,512,medium,False,False,False,0.4280702416970379,PRUNED
56,56,97.448018,2024-04-18 03:00:32.918638,2024-04-18 03:14:29.023143,0 days 00:13:56.104505,tanh,3.6670097435388477e-06,0.9,0.995,0.08091509103658681,-1.5695634117133144,linear,0.5,256,small,True,True,True,0.5907440195438094,PRUNED
57,57,40.5115434,2024-04-18 03:02:42.595627,2024-04-18 03:16:04.998836,0 days 00:13:22.403209,tanh,6.660829111494175e-06,0.98,0.99,0.0061243168814207735,-1.2453338350006788,constant,0.5,256,small,True,False,False,0.5406790686326252,PRUNED
58,58,149.6886544,2024-04-18 03:06:09.985729,2024-04-18 03:20:05.029804,0 days 00:13:55.044075,tanh,0.032824400765709555,1.0,0.999,0.2950023625452747,-0.5825848473717832,linear,5.0,256,medium,True,True,True,0.06057029008125588,COMPLETE
59,59,44.7047893,2024-04-18 03:07:02.778349,2024-04-18 03:20:56.056306,0 days 00:13:53.277957,relu,7.137717344462192e-07,1.0,0.9999,0.03433562811836937,-0.21934747090624052,linear,0.5,128,small,True,True,False,0.15189811245908225,PRUNED
60,60,4.1927727,2024-04-18 03:07:36.187005,2024-04-18 03:20:55.588534,0 days 00:13:19.401529,tanh,5.189667783364064e-08,0.98,0.98,0.19381932811766958,-2.3749779478023756,linear,0.5,256,small,True,False,False,0.36113535623525017,PRUNED
61,61,102.1644249,2024-04-18 03:10:26.163277,2024-04-18 03:23:58.074179,0 days 00:13:31.910902,tanh,2.27046588910886e-07,0.98,0.995,0.0038159781837896643,-0.5023765446334152,constant,0.5,256,small,True,False,False,0.546756057292108,PRUNED
62,62,143.5545348,2024-04-18 03:12:59.506824,2024-04-18 03:26:20.600051,0 days 00:13:21.093227,tanh,0.02468753978734705,0.8,0.9,0.34870420177071065,0.42985332252878933,linear,1.0,256,small,False,True,False,0.12300110892194341,COMPLETE
63,63,155.2870246,2024-04-18 03:13:06.523057,2024-04-18 03:26:47.435349,0 days 00:13:40.912292,tanh,0.0577427233726227,1.0,0.999,0.46150263806311526,0.5070484150036025,linear,0.8,128,small,True,False,False,0.20773590242452677,COMPLETE
64,64,7.069568600000001,2024-04-18 03:14:29.024141,2024-04-18 03:28:07.702723,0 days 00:13:38.678582,relu,8.96753200221688e-06,0.99,0.999,0.2764254666071062,-2.4934461397323293,linear,0.5,256,small,True,True,False,0.2786914473976786,PRUNED
65,65,8.344587299999999,2024-04-18 03:16:04.999833,2024-04-18 03:29:20.574916,0 days 00:13:15.575083,relu,7.238052765468571e-06,0.99,0.999,0.1909135351894473,0.8059144676826867,linear,0.6,256,small,True,True,False,0.2818337364443133,PRUNED
66,66,73.62388419999999,2024-04-18 03:20:05.030801,2024-04-18 03:36:46.671541,0 days 00:16:41.640740,tanh,0.053181670104548724,0.98,0.995,2.1826876090781017e-05,-2.620587287443664,constant,1.0,16,medium,False,True,False,0.4871244817104573,PRUNED
67,67,10.1162421,2024-04-18 03:20:55.589531,2024-04-18 03:34:18.789037,0 days 00:13:23.199506,tanh,0.003908567327297245,0.95,0.99,0.5800743239897616,-1.1693114050676074,linear,5.0,256,medium,True,True,True,0.14727849510201058,PRUNED
68,68,5.856237299999999,2024-04-18 03:20:56.057303,2024-04-18 03:34:38.016607,0 days 00:13:41.959304,tanh,0.036868297136596666,0.95,0.999,0.04788201457658878,-0.5643987001103606,linear,5.0,128,medium,True,True,True,0.3012672854497148,PRUNED
69,69,158.64558010000002,2024-04-18 03:23:58.076173,2024-04-18 03:37:28.659813,0 days 00:13:30.583640,tanh,0.07105711091648642,1.0,0.95,0.018814772415598844,0.36072646223475635,linear,5.0,256,medium,True,True,True,0.058688609708628825,COMPLETE
70,70,47.5964008,2024-04-18 03:26:20.602046,2024-04-18 03:40:58.681832,0 days 00:14:38.079786,tanh,0.002824249727326818,0.8,0.9,0.0644363006284457,-0.07342223796689912,linear,1.0,32,small,False,True,False,0.23931494299740938,PRUNED
71,71,113.96430769999999,2024-04-18 03:26:47.437343,2024-04-18 03:41:30.109484,0 days 00:14:42.672141,tanh,0.09438272936772561,0.8,0.9,0.07635308934788693,0.9250271092604825,linear,1.0,32,small,False,True,False,0.3835588222812616,PRUNED
72,72,6.219302399999999,2024-04-18 03:28:07.703720,2024-04-18 03:44:30.820887,0 days 00:16:23.117167,tanh,0.031021106432997388,0.8,0.98,0.10668994393708968,0.06716244038352204,linear,1.0,16,small,False,True,False,0.2829089796619,PRUNED
73,73,143.4469793,2024-04-18 03:29:20.575913,2024-04-18 03:42:27.072221,0 days 00:13:06.496308,tanh,0.07217830526137016,0.8,0.9,0.5624053679300347,-1.1633807572267623,linear,1.0,256,small,False,True,True,0.10551843371352478,COMPLETE
74,74,3.0302643,2024-04-18 03:34:18.791031,2024-04-18 03:47:25.334374,0 days 00:13:06.543343,tanh,0.09067182849828072,0.8,0.9,0.9115367105176445,0.41729405940890957,linear,1.0,256,small,False,True,False,0.08711465217991142,PRUNED
75,75,5.576961000000001,2024-04-18 03:34:38.018602,2024-04-18 03:47:58.481425,0 days 00:13:20.462823,tanh,0.04069717016847868,0.8,0.9,0.21696989987074258,-1.002523586673925,linear,1.0,256,small,False,True,True,0.042054580698392255,PRUNED
76,76,45.5673805,2024-04-18 03:36:46.672539,2024-04-18 03:50:14.949890,0 days 00:13:28.277351,tanh,0.019826528209376377,0.8,0.99,0.30871007047171234,-0.014907717478734761,constant,1.0,256,small,False,True,False,0.19551122731179987,PRUNED
77,77,145.0357601,2024-04-18 03:37:28.660810,2024-04-18 03:50:53.511774,0 days 00:13:24.850964,tanh,0.0023012867641191985,0.8,0.995,0.2774651244152596,0.7722350849826726,linear,1.0,1024,small,False,True,False,0.2246915521066868,COMPLETE
78,78,150.8221711,2024-04-18 03:40:58.682829,2024-04-18 03:54:25.278974,0 days 00:13:26.596145,tanh,0.005787055610200807,0.92,0.999,0.11596195068279196,0.43171236787333966,linear,0.8,128,small,True,False,False,0.3841432851797266,COMPLETE
79,79,38.8612707,2024-04-18 03:41:30.110482,2024-04-18 03:57:19.317463,0 days 00:15:49.206981,tanh,5.155594339663221e-07,1.0,0.999,0.1406700653162524,-0.7129240880695675,linear,0.5,16,small,False,True,True,0.116451508308652,PRUNED
80,80,4.297701699999999,2024-04-18 03:42:27.073218,2024-04-18 03:55:55.943468,0 days 00:13:28.870250,tanh,0.07768938579055552,1.0,0.999,0.2174856022600908,0.8990321798181563,linear,0.8,128,small,True,False,False,0.013806054827722097,PRUNED
81,81,144.7422039,2024-04-18 03:44:30.822881,2024-04-18 03:59:37.583912,0 days 00:15:06.761031,relu,0.03471859254183442,1.0,0.95,0.029197517725868777,-0.21167374155165508,linear,5.0,32,medium,True,True,True,0.041137438918774055,COMPLETE
82,82,48.954478699999996,2024-04-18 03:47:25.335371,2024-04-18 04:00:57.885125,0 days 00:13:32.549754,tanh,0.0021938952177096667,1.0,0.95,0.22137218718746784,0.3498520468838268,linear,5.0,256,medium,True,False,True,0.04271425956289962,PRUNED
83,83,119.6794723,2024-04-18 03:47:58.482423,2024-04-18 04:01:41.661807,0 days 00:13:43.179384,tanh,0.042728638274845424,1.0,0.95,0.01043009384210583,0.27503845854280934,constant,5.0,256,medium,True,True,True,0.1487559567182189,PRUNED
84,84,9.5534385,2024-04-18 03:50:14.950887,2024-04-18 04:04:03.384042,0 days 00:13:48.433155,tanh,0.009543995237817014,1.0,0.999,0.12381094909724641,0.02589657962364661,linear,0.8,128,small,True,False,False,0.3768804274101417,PRUNED
85,85,4.717280999999999,2024-04-18 03:50:53.512772,2024-04-18 04:04:37.420004,0 days 00:13:43.907232,tanh,0.004769298056782492,0.98,0.999,0.5881718667414091,0.4324138796408875,linear,1.0,128,small,True,False,False,0.14755502747750648,PRUNED
86,86,4.451555,2024-04-18 03:54:25.279971,2024-04-18 04:08:04.000451,0 days 00:13:38.720480,relu,0.001370991323633005,0.92,0.999,0.4649689704260658,0.15791041384125626,linear,0.8,128,small,True,False,False,0.19272609107558497,PRUNED
87,87,56.359056900000006,2024-04-18 03:55:55.945463,2024-04-18 04:09:31.156330,0 days 00:13:35.210867,relu,0.002102662655522258,0.92,0.999,0.4694369704162536,-0.7710746080034216,linear,0.8,128,small,True,False,False,0.5608223990282546,PRUNED
88,88,105.24803669999999,2024-04-18 03:57:19.319458,2024-04-18 04:10:47.587894,0 days 00:13:28.268436,tanh,0.031178348121360878,1.0,0.95,0.000905309505368925,0.06298981208572829,linear,5.0,256,small,True,True,True,0.04491876790109918,PRUNED
89,89,7.098363599999999,2024-04-18 03:59:37.584909,2024-04-18 04:14:34.181950,0 days 00:14:56.597041,relu,0.0048243628618520416,0.95,0.95,0.08138825045915228,0.34429181923028673,linear,5.0,32,medium,True,True,True,0.06141299595902898,PRUNED
90,90,105.86815869999998,2024-04-18 04:00:57.886123,2024-04-18 04:15:58.207203,0 days 00:15:00.321080,relu,0.0980352045813554,1.0,0.95,0.0019437716876443336,-0.11387089799825072,linear,0.9,32,medium,True,True,False,0.2278964097114146,PRUNED
91,91,52.9091356,2024-04-18 04:01:41.662804,2024-04-18 04:16:27.431483,0 days 00:14:45.768679,relu,0.01816493058757611,0.9,0.95,0.03582517263199365,-0.8590960102465277,linear,0.7,32,medium,True,True,True,0.3034165658785839,PRUNED
92,92,46.1107224,2024-04-18 04:04:03.385039,2024-04-18 04:18:43.366541,0 days 00:14:39.981502,relu,0.0065804894143136694,1.0,0.995,0.02091353330480453,0.8234906635902449,linear,5.0,32,medium,True,True,True,0.09509280673381579,PRUNED
93,93,74.07297679999999,2024-04-18 04:04:37.421999,2024-04-18 04:17:46.842160,0 days 00:13:09.420161,tanh,0.0002603909835477279,0.9,0.995,0.13668520383528326,0.9364996718615624,linear,1.0,1024,small,False,True,False,0.04338241795555478,PRUNED
94,94,12.7830932,2024-04-18 04:08:04.006435,2024-04-18 04:21:36.850560,0 days 00:13:32.844125,relu,0.02872105445761753,0.99,0.95,0.06443234136571936,-0.5870239130484795,linear,5.0,32,medium,True,True,True,0.13459646930456698,PRUNED
95,95,5.2828053,2024-04-18 04:09:31.157328,2024-04-18 04:22:28.569507,0 days 00:12:57.412179,relu,0.008798052174332372,0.8,0.95,0.1210787494989243,-0.2608735907449508,linear,0.8,32,medium,True,True,True,0.008130987501846841,PRUNED
96,96,124.21805859999999,2024-04-18 04:10:47.588892,2024-04-18 04:23:10.212795,0 days 00:12:22.623903,relu,0.015227550152525497,1.0,0.95,0.0018182916648804303,-1.0533379414357,linear,5.0,32,medium,True,True,True,0.5573508309883484,PRUNED
97,97,4.890355399999999,2024-04-18 04:14:34.182947,2024-04-18 04:24:06.372924,0 days 00:09:32.189977,tanh,0.0014236781126857284,0.8,0.995,0.11992257526130914,0.41182969771073064,linear,1.0,1024,medium,False,True,False,0.2025821976551938,PRUNED
98,98,5.0048919,2024-04-18 04:15:58.208200,2024-04-18 04:24:33.428479,0 days 00:08:35.220279,relu,0.015461830641498534,1.0,0.95,0.020783583892522793,-0.17604732664346967,linear,0.5,32,small,True,True,True,0.18216094139394437,PRUNED
99,99,3.1962716999999996,2024-04-18 04:16:27.432480,2024-04-18 04:24:29.253970,0 days 00:08:01.821490,tanh,0.0012816082655145629,1.0,0.999,0.023185803454825106,-1.9110369891257357,linear,5.0,256,medium,True,True,True,0.12800727770500978,PRUNED
