,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_log_std_init,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
15,15,11.4395345,2024-04-17 22:49:11.875163,2024-04-17 23:04:39.846893,0 days 00:15:27.971730,tanh,0.00020949597340036525,0.92,0.99,2.1710904547064665e-05,-1.4023713076698372,constant,0.8,32,medium,True,False,False,0.02857671718823873,PRUNED
16,16,45.2646736,2024-04-17 22:57:25.960929,2024-04-17 23:11:03.874338,0 days 00:13:37.913409,relu,0.024816923444535594,0.95,0.995,0.0002680869113508416,-0.2199701082859047,linear,0.6,1024,small,False,False,False,0.34669712694430443,COMPLETE
17,17,84.9765751,2024-04-17 22:57:29.610168,2024-04-17 23:11:23.411082,0 days 00:13:53.800914,relu,0.01603846318431717,0.95,0.9,0.0004012565292490112,0.8785309221250299,constant,0.6,128,medium,False,False,True,0.633225543948174,COMPLETE
18,18,64.7932626,2024-04-17 22:57:53.433702,2024-04-17 23:11:38.607239,0 days 00:13:45.173537,relu,0.09069568127730644,0.98,0.9,0.002717485297461763,0.8112355055601858,constant,0.9,256,small,True,False,False,0.7685096975006317,COMPLETE
19,19,6.0876848,2024-04-17 22:58:08.000997,2024-04-17 23:12:25.546004,0 days 00:14:17.545007,relu,1.0053365946719605e-06,0.9,0.99,0.05709588683762288,-0.11712811207267115,constant,2.0,256,medium,False,True,False,0.17669313950567128,PRUNED
20,20,3.1329205,2024-04-17 22:58:21.120953,2024-04-17 23:12:22.486188,0 days 00:14:01.365235,tanh,1.0538948996682853e-07,0.9,0.95,0.7728206527629485,-0.5530910882597948,linear,5.0,256,medium,False,True,False,0.0951471220355843,PRUNED
21,21,68.6318338,2024-04-17 23:01:07.233274,2024-04-17 23:15:12.189069,0 days 00:14:04.955795,relu,0.021159803862927706,0.98,0.995,0.00881292356681712,0.08377256006508915,constant,0.5,256,small,True,False,True,0.3926946220245825,COMPLETE
22,22,9.849086199999999,2024-04-17 23:04:39.847891,2024-04-17 23:18:52.005852,0 days 00:14:12.157961,relu,2.80552132902146e-07,0.92,0.95,0.01247095790732734,-1.423042052599093,constant,5.0,1024,medium,True,False,False,0.8721823377021133,PRUNED
23,23,3.9650641999999996,2024-04-17 23:06:07.880425,2024-04-17 23:19:59.315814,0 days 00:13:51.435389,relu,8.275143776497419e-08,0.99,0.98,0.35599454893510846,-1.469113186767712,constant,5.0,1024,medium,True,False,False,0.9465856497772983,PRUNED
24,24,64.22487459999999,2024-04-17 23:11:03.875335,2024-04-17 23:24:51.138647,0 days 00:13:47.263312,relu,2.373455735699897e-07,0.92,0.95,0.5235875623414039,-1.6354296869718918,constant,5.0,512,small,True,False,False,0.6220543468737194,COMPLETE
25,25,4.1149187000000005,2024-04-17 23:11:23.412079,2024-04-17 23:25:13.695520,0 days 00:13:50.283441,relu,4.32114722281778e-07,0.8,0.999,0.9072872648024993,0.41910453030488193,constant,5.0,1024,medium,True,False,False,0.9698327178611753,PRUNED
26,26,85.24364929999999,2024-04-17 23:11:38.607239,2024-04-17 23:26:07.866625,0 days 00:14:29.259386,relu,1.233082154994014e-08,0.92,0.9,0.14243378405131146,-0.7929430983517418,constant,5.0,2048,medium,True,False,False,0.775138481615175,COMPLETE
27,27,39.5501175,2024-04-17 23:12:22.488183,2024-04-17 23:26:19.030929,0 days 00:13:56.542746,relu,0.00739240647376285,1.0,0.9,8.962973991435806e-05,0.7894606086670619,constant,1.0,256,small,True,False,True,0.13649384548578936,PRUNED
28,28,113.934436,2024-04-17 23:12:25.547001,2024-04-17 23:27:23.845060,0 days 00:14:58.298059,relu,0.03388793224903649,0.95,0.9999,6.154670845508982e-05,-0.08636474141558281,constant,0.6,64,medium,False,False,True,0.8572791531021788,COMPLETE
29,29,63.90696650000001,2024-04-17 23:15:12.190066,2024-04-17 23:29:46.351597,0 days 00:14:34.161531,relu,0.010433596828889613,0.95,0.9,8.200441013246485e-05,0.8216775034297075,constant,0.6,128,medium,True,False,True,0.7116372941800253,COMPLETE
30,30,52.76338079999999,2024-04-17 23:18:52.007846,2024-04-17 23:33:10.052745,0 days 00:14:18.044899,tanh,0.08887582869806608,0.95,0.9,0.0050337042719136235,-0.06586707448612983,constant,0.6,128,medium,False,False,True,0.6328536362030129,PRUNED
31,31,68.54100389999999,2024-04-17 23:19:59.316811,2024-04-17 23:34:06.280968,0 days 00:14:06.964157,relu,0.03461802188350775,0.98,0.9,0.056349366283279405,-0.04598298678975499,constant,0.6,2048,medium,True,False,True,0.7314675742094348,COMPLETE
32,32,35.921074600000004,2024-04-17 23:24:51.139644,2024-04-17 23:38:41.533805,0 days 00:13:50.394161,relu,0.050183333687970885,0.95,0.9,0.0010698404797547694,-0.8750897034671603,constant,0.6,128,medium,False,True,True,0.4859549883854974,PRUNED
33,33,29.480770300000007,2024-04-17 23:25:13.696517,2024-04-17 23:38:58.963185,0 days 00:13:45.266668,relu,0.04545117028893893,0.99,0.9,5.3804922310973534e-05,0.13276216579765898,constant,0.8,128,medium,False,False,True,0.6215510692634546,PRUNED
34,34,-0.976809399999998,2024-04-17 23:26:07.868620,2024-04-17 23:40:25.161625,0 days 00:14:17.293005,relu,0.021450799371715942,0.98,0.95,0.1178382259585703,0.5639361061841475,constant,0.6,64,medium,True,False,True,0.6657297950014457,PRUNED
35,35,7.030477,2024-04-17 23:26:19.032923,2024-04-17 23:41:47.103451,0 days 00:15:28.070528,tanh,5.8770549545141434e-08,0.92,0.9,0.3868786577965078,-1.6185569187078,linear,5.0,32,medium,True,True,False,0.6686046207566138,PRUNED
36,36,43.332418000000004,2024-04-17 23:27:23.847054,2024-04-17 23:41:53.250073,0 days 00:14:29.403019,relu,0.002485490769324832,0.95,0.9999,1.3692880809025482e-05,-1.5813817065066513,constant,0.7,64,medium,False,False,True,0.8315771788311901,PRUNED
37,37,40.749000699999996,2024-04-17 23:29:46.353592,2024-04-17 23:46:17.637353,0 days 00:16:31.283761,tanh,0.010542181772810827,0.95,0.9999,2.56511010198451e-05,-0.6914133587026756,linear,0.6,16,medium,False,False,True,0.9258423753561251,PRUNED
38,38,8.4911724,2024-04-17 23:33:10.053743,2024-04-17 23:46:53.122727,0 days 00:13:43.068984,relu,2.611902938777821e-08,0.92,0.9,0.9338208607317521,-1.4728428114057395,linear,0.3,2048,medium,True,False,True,0.694995116971943,PRUNED
39,39,61.8949568,2024-04-17 23:34:06.281965,2024-04-17 23:48:18.286974,0 days 00:14:12.005009,tanh,0.004926167076251502,0.95,0.995,9.559325493695759e-05,-0.2702631709352671,constant,0.6,64,medium,False,True,True,0.9649313703963525,COMPLETE
40,40,85.6465907,2024-04-17 23:38:41.535799,2024-04-17 23:52:39.687798,0 days 00:13:58.151999,relu,6.357722554116638e-07,0.92,0.9,0.030557183987490234,-0.6676162040130789,constant,5.0,2048,medium,True,False,False,0.4202197500193721,COMPLETE
41,41,3.9315139,2024-04-17 23:38:58.965180,2024-04-17 23:53:06.809895,0 days 00:14:07.844715,relu,0.020218456476384896,0.95,0.99,1.213804346113161e-05,0.1900759026722212,constant,0.3,64,medium,False,False,True,0.7467102356116373,PRUNED
42,42,74.8885456,2024-04-17 23:40:25.162623,2024-04-17 23:54:48.899305,0 days 00:14:23.736682,relu,0.010703017717957241,0.95,0.9999,1.0663198493732836e-05,0.42222940250679153,linear,0.6,64,medium,False,False,True,0.6373301649498722,COMPLETE
43,43,1.6538609000000002,2024-04-17 23:41:47.105445,2024-04-17 23:57:15.098451,0 days 00:15:27.993006,relu,0.0979264868672966,0.8,0.9999,0.0006062074704436277,-0.8614425841621813,constant,0.6,32,medium,False,False,False,0.8864495481758005,PRUNED
44,44,1.3448554000000001,2024-04-17 23:41:53.251071,2024-04-17 23:55:52.031635,0 days 00:13:58.780564,relu,1.8319027317642976e-07,0.92,0.9,0.40186746761007863,-1.011704930683432,constant,0.9,2048,medium,True,False,False,0.6930936220449313,PRUNED
45,45,106.26011050000002,2024-04-17 23:46:17.637353,2024-04-18 00:01:03.960481,0 days 00:14:46.323128,relu,0.013804139211559388,0.92,0.99,0.00011030185776448082,0.5414609146942247,linear,0.6,64,medium,False,False,True,0.7979029383840102,COMPLETE
46,46,7.833444100000001,2024-04-17 23:46:53.123724,2024-04-18 00:00:46.443296,0 days 00:13:53.319572,relu,0.019254389976396554,0.8,0.9,0.04608947005342787,0.9356690493758745,constant,0.6,256,small,False,False,True,0.6225165148329059,PRUNED
47,47,105.3085145,2024-04-17 23:48:18.287972,2024-04-18 00:02:54.922466,0 days 00:14:36.634494,relu,6.225902351951448e-07,0.92,0.9,0.9172213692283027,-2.68563987571338,constant,1.0,64,medium,True,False,False,0.8350149721652877,COMPLETE
48,48,59.247720300000005,2024-04-17 23:52:39.688795,2024-04-18 00:06:38.173479,0 days 00:13:58.484684,relu,3.160547487510115e-08,0.92,0.9999,0.07796078866530302,-0.9432733442188762,constant,0.6,256,medium,True,True,False,0.6949215017090197,PRUNED
49,49,56.8511884,2024-04-17 23:53:06.809895,2024-04-18 00:06:51.248506,0 days 00:13:44.438611,relu,2.405559347084519e-07,0.92,0.9,0.007609023704168119,0.28127425227588354,constant,5.0,2048,medium,True,False,False,0.37334464150747426,PRUNED
50,50,23.442690399999996,2024-04-17 23:54:48.901300,2024-04-18 00:08:47.926203,0 days 00:13:59.024903,relu,1.3184862845301657e-06,0.92,0.9,0.23141664755621325,-0.5023501833715176,constant,5.0,2048,medium,True,False,False,0.6486476195339224,PRUNED
51,51,11.9607704,2024-04-17 23:55:52.034627,2024-04-18 00:10:06.009399,0 days 00:14:13.974772,relu,1.6997103913326308e-06,0.99,0.9,0.08183344401037869,0.5320149244053372,constant,5.0,2048,medium,True,False,True,0.09052918305836288,PRUNED
52,52,77.9110524,2024-04-17 23:57:15.099448,2024-04-18 00:11:40.576320,0 days 00:14:25.476872,relu,3.6609370433907324e-08,0.95,0.99,0.00289487799205331,0.18888283760111413,constant,5.0,2048,medium,True,False,False,0.25345790619923214,COMPLETE
53,53,64.4377943,2024-04-18 00:00:46.444294,2024-04-18 00:15:16.710900,0 days 00:14:30.266606,relu,9.413862165962424e-06,0.92,0.9,0.006609119657278405,-1.1197219488957642,constant,5.0,2048,medium,False,False,False,0.33169655967388556,COMPLETE
54,54,43.16112119999999,2024-04-18 00:01:03.962476,2024-04-18 00:15:10.432693,0 days 00:14:06.470217,relu,0.001325154138889612,0.92,0.99,0.0003733965313425121,-0.16766511195363798,linear,0.6,2048,medium,False,False,True,0.6885356395000919,PRUNED
55,55,48.243663299999994,2024-04-18 00:02:54.924461,2024-04-18 00:17:20.380115,0 days 00:14:25.455654,relu,4.6863256474417445e-06,0.92,0.99,5.320712315289503e-05,-0.09910044498999004,linear,0.6,64,medium,False,False,True,0.9060472602614137,PRUNED
56,56,4.1833747,2024-04-18 00:06:38.176471,2024-04-18 00:21:08.877157,0 days 00:14:30.700686,relu,3.175822587481396e-07,0.92,0.995,0.2012989109417109,-3.824666939034148,constant,1.0,64,medium,True,False,False,0.7315512695735048,PRUNED
57,57,3.2859263,2024-04-18 00:06:51.249504,2024-04-18 00:20:44.813522,0 days 00:13:53.564018,relu,0.0062595249948510425,0.92,0.99,0.000944820682942597,0.42451408662155865,linear,0.7,128,medium,False,False,True,0.7920710275641206,PRUNED
58,58,,2024-04-18 00:08:47.927200,2024-04-18 00:17:33.536923,0 days 00:08:45.609723,relu,4.7322989415324456e-07,0.92,0.9999,0.6011782956160368,-2.3439936185339865,constant,1.0,16,medium,True,False,True,0.9236731591227548,PRUNED
59,59,-10.151843399999999,2024-04-18 00:10:06.010396,2024-04-18 00:24:53.144471,0 days 00:14:47.134075,relu,4.00658554817343e-06,0.92,0.9,0.11003860053819546,-3.3513572592030005,constant,1.0,64,medium,True,False,False,0.6263469296251694,PRUNED
60,60,-15.855927600000001,2024-04-18 00:11:40.577317,2024-04-18 00:25:21.005948,0 days 00:13:40.428631,relu,5.555558273447907e-05,0.92,0.99,1.9757506627599228e-05,0.36498220082879224,linear,0.7,2048,medium,False,False,True,0.8061280720471101,PRUNED
61,61,4.2826164,2024-04-18 00:15:10.435685,2024-04-18 00:29:54.610375,0 days 00:14:44.174690,relu,1.8958095580644074e-05,0.92,0.9999,0.38712747951662607,-1.6760431043101698,constant,1.0,64,medium,True,False,False,0.8848957551213504,PRUNED
62,62,74.6143884,2024-04-18 00:15:16.712895,2024-04-18 00:29:56.510293,0 days 00:14:39.797398,relu,2.739155374054181e-08,0.8,0.9,0.04542895442183782,-2.6274043465432175,constant,1.0,64,medium,True,False,False,0.9633106098410236,COMPLETE
63,63,69.0514366,2024-04-18 00:17:20.381112,2024-04-18 00:31:46.389829,0 days 00:14:26.008717,relu,6.106215355027464e-06,0.92,0.9,0.017169906314948233,-3.546207586598001,constant,2.0,64,medium,True,False,False,0.7115720087200842,COMPLETE
64,64,-3.9765950000000005,2024-04-18 00:17:33.537921,2024-04-18 00:32:07.110406,0 days 00:14:33.572485,relu,6.811661866811025e-07,0.92,0.99,0.30875588213034966,-1.2829307722198477,constant,0.7,64,medium,True,False,False,0.9270693514521041,PRUNED
65,65,79.57160719999999,2024-04-18 00:20:44.814519,2024-04-18 00:34:58.751502,0 days 00:14:13.936983,relu,0.015749185519995997,0.92,0.999,3.444018510943364e-05,0.5671682374830551,constant,0.6,64,medium,False,False,True,0.8690628396536687,COMPLETE
66,66,3.8383168999999997,2024-04-18 00:21:08.878155,2024-04-18 00:35:36.699002,0 days 00:14:27.820847,relu,2.3727958237296048e-08,0.95,0.9,0.5634278926571994,-1.4586690858241118,constant,1.0,64,medium,True,False,False,0.6006923500084431,PRUNED
67,67,7.809537499999999,2024-04-18 00:24:53.145468,2024-04-18 00:38:57.971993,0 days 00:14:04.826525,relu,1.7209014751758452e-07,0.9,0.95,0.03856881493242899,-0.6446810994274594,constant,5.0,2048,medium,True,False,True,0.8610626935134152,PRUNED
68,68,12.269847500000001,2024-04-18 00:25:21.006946,2024-04-18 00:39:05.547385,0 days 00:13:44.540439,relu,1.3521159338176492e-08,0.8,0.9999,0.04832844036290606,-1.6463192379010754,constant,5.0,2048,medium,False,False,False,0.9791497562898768,PRUNED
69,69,-1.9170094999999996,2024-04-18 00:29:54.611372,2024-04-18 00:43:53.005800,0 days 00:13:58.394428,relu,0.09554844670449633,0.98,0.9,0.0002811759283767449,0.7083338973512693,constant,0.6,256,small,True,False,True,0.6329389305552897,PRUNED
70,70,4.1529305999999995,2024-04-18 00:29:56.511291,2024-04-18 00:43:49.484195,0 days 00:13:52.972904,relu,0.007194529776013619,0.98,0.9,0.006703870335952785,-0.43366508771106616,constant,0.6,256,small,True,True,True,0.451765876928201,PRUNED
71,71,80.71916130000001,2024-04-18 00:31:46.390826,2024-04-18 00:45:50.417080,0 days 00:14:04.026254,relu,0.09422378037579393,0.95,0.999,0.00023095936118377205,-0.8117267828953206,constant,0.6,64,small,False,False,True,0.8818933692043995,COMPLETE
72,72,9.016368,2024-04-18 00:32:07.112401,2024-04-18 00:45:44.283571,0 days 00:13:37.171170,relu,1.5476526936532157e-08,0.9,0.9,0.07331846793063446,-0.5899408750020316,linear,5.0,2048,small,False,False,False,0.6187167338927906,PRUNED
73,73,44.774017900000004,2024-04-18 00:34:58.754494,2024-04-18 00:49:10.583963,0 days 00:14:11.829469,relu,0.007403353906456935,0.92,0.995,2.1300582489409885e-05,0.315251230259515,linear,0.8,64,medium,True,False,True,0.644274074980101,PRUNED
74,74,58.14275730000001,2024-04-18 00:35:36.700997,2024-04-18 00:49:36.909606,0 days 00:14:00.208609,relu,0.05124665802359904,0.98,0.995,0.0015526419479261638,0.17603153935302907,constant,0.6,64,small,True,True,True,0.6979096000278229,PRUNED
75,75,67.45136670000001,2024-04-18 00:38:57.972991,2024-04-18 00:53:16.855080,0 days 00:14:18.882089,relu,0.019775602366696097,0.98,0.9,0.002074220112765775,0.4143799570827952,constant,0.6,64,small,True,True,True,0.5854269179154079,PRUNED
76,76,82.8419125,2024-04-18 00:39:05.549380,2024-04-18 00:52:46.772863,0 days 00:13:41.223483,relu,0.0017536211356693092,0.98,0.9999,0.0029597411805743976,0.3943453579783131,linear,0.6,128,small,True,False,True,0.560550004634259,COMPLETE
77,77,4.473198000000001,2024-04-18 00:43:49.486190,2024-04-18 00:58:00.715143,0 days 00:14:11.228953,relu,7.088816030417723e-05,0.9,0.9,0.5019215792986582,-2.179127836632014,constant,1.0,64,small,False,False,False,0.8988628448211285,PRUNED
78,78,8.729512000000001,2024-04-18 00:43:53.007795,2024-04-18 01:00:14.178712,0 days 00:16:21.170917,relu,0.0008983333739523955,0.95,0.98,0.0027364715526245623,-0.32803600881613537,constant,0.5,16,medium,False,False,True,0.576382306894633,PRUNED
79,79,6.0536517000000005,2024-04-18 00:45:44.284568,2024-04-18 00:59:48.598134,0 days 00:14:04.313566,tanh,0.0021956270321786967,0.92,0.99,0.002053409180830886,0.6689477799045629,linear,2.0,64,medium,False,False,True,0.7325913170505374,PRUNED
80,80,4.0355815,2024-04-18 00:45:50.419075,2024-04-18 00:58:50.503089,0 days 00:13:00.084014,relu,2.6020373757951365e-07,0.92,0.9,0.2625953288474395,-3.1188877464664397,constant,5.0,1024,small,True,False,True,0.8685087632101764,PRUNED
81,81,57.194527300000004,2024-04-18 00:49:10.585958,2024-04-18 01:07:22.314424,0 days 00:18:11.728466,relu,0.01812567476222107,0.98,0.9,0.01496558069900012,-0.8372430304503966,constant,5.0,8,small,True,False,True,0.27706864735201886,PRUNED
82,82,36.091780299999996,2024-04-18 00:49:36.911601,2024-04-18 01:02:43.472530,0 days 00:13:06.560929,relu,0.0019219832337141099,0.95,0.9,0.00045146123300049743,-0.02574085994965536,constant,0.9,1024,medium,False,False,True,0.707822703387484,PRUNED
83,83,53.040583600000005,2024-04-18 00:52:46.774858,2024-04-18 01:06:02.006192,0 days 00:13:15.231334,relu,0.00010093884921746177,0.95,0.9,0.0038570040292301632,0.5394130438358183,constant,0.8,128,small,False,False,True,0.3470336691418654,PRUNED
84,84,10.5255118,2024-04-18 00:53:16.857075,2024-04-18 01:06:34.940139,0 days 00:13:18.083064,tanh,0.0008510849024919068,0.95,0.98,0.008844594890033511,0.5056601696929373,constant,0.6,1024,small,True,False,True,0.5141398257799148,PRUNED
85,85,46.609075700000005,2024-04-18 00:58:00.717138,2024-04-18 01:11:53.043229,0 days 00:13:52.326091,relu,0.010408827148799475,0.95,0.9999,0.0017656086662702244,0.19956914656492714,constant,1.0,64,medium,False,False,True,0.9950557902136872,PRUNED
86,86,2.7666956,2024-04-18 00:58:50.504086,2024-04-18 01:16:52.479526,0 days 00:18:01.975440,tanh,0.009720188375290493,0.98,0.999,0.003216177737777462,0.32337877965738926,constant,0.6,8,small,True,False,True,0.3388097951377387,PRUNED
87,87,47.604981,2024-04-18 00:59:48.599131,2024-04-18 01:12:55.667748,0 days 00:13:07.068617,relu,0.08092457566622131,0.95,0.9999,1.4926518480978683e-05,-0.13713509692913586,constant,0.6,512,medium,False,False,True,0.9393171570191523,PRUNED
88,88,51.78568700000001,2024-04-18 01:00:14.179709,2024-04-18 01:15:56.249092,0 days 00:15:42.069383,relu,0.006516324018045728,0.98,0.9999,0.02895173048728106,-0.5212734796215772,linear,0.6,16,small,True,False,True,0.7241614526653743,PRUNED
89,89,55.9603328,2024-04-18 01:02:43.473527,2024-04-18 01:15:39.667708,0 days 00:12:56.194181,relu,0.00038511321038779716,0.98,0.9999,0.0010922539027976032,0.32931485229886814,linear,0.6,128,small,True,False,True,0.7412094941682386,PRUNED
90,90,41.15979610000001,2024-04-18 01:06:02.007189,2024-04-18 01:19:05.908264,0 days 00:13:03.901075,relu,2.2343028272670602e-08,0.98,0.995,0.014330294184326534,-1.4623671881641305,constant,0.3,512,medium,True,False,False,0.8851006707195893,PRUNED
91,91,2.9255246999999995,2024-04-18 01:06:34.942133,2024-04-18 01:24:55.090064,0 days 00:18:20.147931,relu,0.0002294087677559347,0.98,0.9999,0.0018167086454063265,0.7660455227418996,linear,0.6,8,small,True,False,True,0.5523157481364279,PRUNED
92,92,96.0780139,2024-04-18 01:07:22.316419,2024-04-18 01:20:51.726857,0 days 00:13:29.410438,relu,0.008406649894216307,0.98,0.9999,0.002114135715926631,-0.914572015363778,constant,0.6,64,medium,False,False,True,0.901607844760301,COMPLETE
93,93,7.896292,2024-04-18 01:11:53.045224,2024-04-18 01:25:10.060023,0 days 00:13:17.014799,relu,0.0002466206813092554,0.98,0.9999,0.030453402865932164,0.38318568905387057,linear,0.6,128,small,True,False,True,0.7293651081410928,PRUNED
94,94,13.248706799999999,2024-04-18 01:12:55.668746,2024-04-18 01:25:52.280094,0 days 00:12:56.611348,relu,0.008117998297677188,0.98,0.995,0.0011312684147207614,0.7180005814784747,linear,0.6,128,small,True,False,True,0.42096193095772483,PRUNED
95,95,39.037170100000004,2024-04-18 01:15:39.669702,2024-04-18 01:28:36.555933,0 days 00:12:56.886231,relu,0.02449097401066061,0.98,0.999,0.005279477923381754,0.12168844641023857,linear,0.7,16,small,True,False,True,0.5059927054979055,PRUNED
96,96,4.535964600000001,2024-04-18 01:15:56.250089,2024-04-18 01:27:56.450373,0 days 00:12:00.200284,tanh,1.2420815224545757e-08,0.92,0.995,0.07761326677370144,-1.3211579844941475,constant,5.0,128,medium,True,False,True,0.8994347100475456,PRUNED
97,97,-2.8468162,2024-04-18 01:16:52.480523,2024-04-18 01:29:33.922667,0 days 00:12:41.442144,relu,0.010461772014160407,0.98,0.99,3.433075841354627e-05,0.7368212444392633,linear,5.0,8,medium,False,False,True,0.4491125396417403,PRUNED
98,98,70.981644,2024-04-18 01:19:05.909262,2024-04-18 01:28:57.121010,0 days 00:09:51.211748,relu,0.0031452096350293476,0.95,0.999,0.0001008593129722431,-1.0304196895657143,constant,0.6,256,small,False,False,True,0.9869605876532732,COMPLETE
99,99,86.6813175,2024-04-18 01:20:51.728852,2024-04-18 01:29:25.400462,0 days 00:08:33.671610,relu,0.006275749295887542,0.92,0.995,0.0001805449705081547,-0.5747180994324387,linear,0.3,64,medium,False,True,True,0.8759891797423138,COMPLETE
