,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_log_std_init,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
18,18,-3.733844100000001,2024-04-15 10:14:40.296360,2024-04-15 10:28:34.617507,0 days 00:13:54.321147,tanh,3.8054156749803504e-05,0.92,0.995,0.02714140405590026,-0.9829270182620177,linear,0.3,256,medium,True,False,False,0.4585002995222366,PRUNED
19,19,0.021758099999999204,2024-04-15 10:14:59.417216,2024-04-15 10:28:37.983607,0 days 00:13:38.566391,relu,0.002115363111030702,0.98,0.99,0.0003167293333746542,-2.5272410829323975,constant,5.0,512,medium,True,False,True,0.12743244302932252,PRUNED
20,20,37.0667043,2024-04-15 10:15:53.368597,2024-04-15 10:31:00.942066,0 days 00:15:07.573469,tanh,0.0313282651807924,0.99,0.9,0.0026243111478617643,-0.26484420928422153,constant,2.0,32,medium,True,False,True,0.34841675738970135,PRUNED
21,21,65.3830288,2024-04-15 10:20:24.171285,2024-04-15 10:40:26.466846,0 days 00:20:02.295561,relu,0.000732507446755399,0.8,0.9999,0.004920762755980026,-0.04037361431701236,linear,2.0,8,small,True,True,False,0.2498383658061308,COMPLETE
22,22,-7.414084099999999,2024-04-15 10:21:03.336640,2024-04-15 10:40:08.404160,0 days 00:19:05.067520,relu,0.008973408166130441,0.98,0.99,0.00547713133969858,-1.6526113630218584,constant,5.0,8,medium,False,True,True,0.19547152788562489,PRUNED
23,23,106.9281207,2024-04-15 10:22:20.837761,2024-04-15 10:42:27.931900,0 days 00:20:07.094139,relu,3.257283485453028e-07,0.8,0.999,0.0020837103168908347,0.8023702565750291,linear,0.9,8,small,True,True,False,0.04069031324856881,COMPLETE
24,24,127.78958790000001,2024-04-15 10:26:53.840629,2024-04-15 10:40:56.918642,0 days 00:14:03.078013,relu,0.00024345017689408245,0.8,0.9999,0.0014600231347282949,-0.16358976964969862,linear,0.6,256,small,True,True,False,0.5666160315949265,COMPLETE
25,25,11.2764867,2024-04-15 10:28:34.621497,2024-04-15 10:42:37.679826,0 days 00:14:03.058329,relu,0.01449892518688053,0.98,0.99,0.6797524268434549,-1.3151293001689188,constant,5.0,512,medium,False,True,True,0.14430333842632728,PRUNED
26,26,46.4357841,2024-04-15 10:28:37.985602,2024-04-15 10:42:29.980420,0 days 00:13:51.994818,relu,0.0011644399215027302,0.8,0.9999,0.016465198213514606,0.23063874926623473,linear,1.0,2048,small,True,True,False,0.3556781485196432,PRUNED
27,27,111.1065874,2024-04-15 10:31:00.944060,2024-04-15 10:46:32.264681,0 days 00:15:31.320621,relu,0.004058710437989118,0.8,0.9999,0.0001567413227265707,0.786664671849957,linear,0.9,32,small,True,True,False,0.19153625028910126,COMPLETE
28,28,66.8069009,2024-04-15 10:34:41.281613,2024-04-15 10:50:13.665090,0 days 00:15:32.383477,tanh,0.043495106289135714,0.99,0.9,2.8637693079640707e-05,-0.983126901838631,constant,0.6,32,medium,True,False,True,0.9395141692482931,COMPLETE
29,29,85.7938537,2024-04-15 10:40:08.405157,2024-04-15 11:00:32.684257,0 days 00:20:24.279100,relu,3.7666353343505674e-05,0.8,0.98,0.000156043830397585,0.8196510369384574,linear,0.9,8,small,True,True,False,0.35555923114386984,COMPLETE
30,30,61.357912,2024-04-15 10:40:26.467843,2024-04-15 10:54:37.909109,0 days 00:14:11.441266,relu,0.050597870445991365,1.0,0.95,4.495197784447092e-05,-3.5517275418742296,constant,5.0,512,medium,False,True,True,0.2955545897052055,PRUNED
31,31,69.65319389999999,2024-04-15 10:40:56.919640,2024-04-15 10:55:08.023305,0 days 00:14:11.103665,relu,0.003345687424801417,0.92,0.99,0.0019571802628412386,-1.1958041653205722,linear,0.9,256,small,True,True,False,0.688244243377175,COMPLETE
32,32,2.4583640000000004,2024-04-15 10:42:27.933894,2024-04-15 11:02:50.313691,0 days 00:20:22.379797,relu,1.2975930542971012e-07,0.92,0.999,0.0015778757304580019,0.4092983542377733,linear,0.8,8,small,True,True,False,0.25560717877408357,PRUNED
33,33,10.510665000000003,2024-04-15 10:42:29.981418,2024-04-15 11:02:47.149034,0 days 00:20:17.167616,relu,8.828678062104392e-08,0.8,0.999,2.7925951307882903e-05,0.3705776398850853,linear,0.8,8,small,False,True,False,0.12238192653019057,PRUNED
34,34,-12.934641099999999,2024-04-15 10:42:37.679826,2024-04-15 10:56:37.073484,0 days 00:13:59.393658,relu,0.016404327328921883,0.99,0.9999,6.899461252299246e-05,0.2120349284796681,linear,5.0,256,small,True,True,False,0.6031530409690349,PRUNED
35,35,-24.012177400000002,2024-04-15 10:46:32.265678,2024-04-15 11:01:59.915955,0 days 00:15:27.650277,relu,0.0003978349618364921,0.9,0.95,2.098758453713566e-05,0.9230465415212907,linear,0.9,32,small,False,True,False,0.22414504377450184,PRUNED
36,36,18.765095199999998,2024-04-15 10:50:13.667085,2024-04-15 11:04:16.794987,0 days 00:14:03.127902,relu,8.011324167296896e-07,1.0,0.9999,0.000614132363593145,-0.163003507724906,linear,0.6,256,small,True,False,False,0.45553446261674574,PRUNED
37,37,15.8709707,2024-04-15 10:54:37.911104,2024-04-15 11:08:40.342521,0 days 00:14:02.431417,relu,4.5351435249754956e-06,1.0,0.98,0.00381668879368693,0.5036117974339402,linear,0.6,256,small,True,True,False,0.5883552261701458,PRUNED
38,38,-0.07303109999999986,2024-04-15 10:55:08.024302,2024-04-15 11:09:07.326329,0 days 00:13:59.302027,relu,1.8515219289307128e-07,0.9,0.999,0.0003846613151557888,-1.4033224461831848,linear,0.9,512,small,True,True,False,0.042666973690680045,PRUNED
39,39,57.576336000000005,2024-04-15 10:56:37.075478,2024-04-15 11:11:38.152695,0 days 00:15:01.077217,relu,0.006435932384043851,0.8,0.999,0.0007367615398879026,0.3867644543436895,constant,0.9,32,small,True,True,True,0.13992270554188196,PRUNED
40,40,52.25935400000001,2024-04-15 11:00:32.686251,2024-04-15 11:20:26.549703,0 days 00:19:53.863452,relu,5.6857840121613504e-08,0.8,0.999,0.0064374327700303545,0.20071256642809876,linear,0.5,8,small,True,True,False,0.24510617902072143,PRUNED
41,41,88.23086900000001,2024-04-15 11:01:59.917949,2024-04-15 11:16:22.148321,0 days 00:14:22.230372,relu,3.7925251877963e-08,0.98,0.999,0.0010118541802873022,-0.4245252010787871,constant,0.6,64,small,True,True,False,0.04636137877396905,COMPLETE
42,42,24.5660382,2024-04-15 11:02:47.152026,2024-04-15 11:22:50.202332,0 days 00:20:03.050306,tanh,7.461449920959402e-08,0.99,0.999,0.0182651458587743,0.16229449597881007,linear,0.5,8,small,True,True,False,0.09404455366137085,PRUNED
43,43,43.5059864,2024-04-15 11:02:50.316683,2024-04-15 11:23:18.462742,0 days 00:20:28.146059,tanh,1.291492766502486e-06,0.8,0.999,0.002922494540908204,0.4285310199925396,linear,0.9,8,medium,True,True,False,0.13558735273699418,PRUNED
44,44,10.1102584,2024-04-15 11:04:16.796982,2024-04-15 11:19:18.205948,0 days 00:15:01.408966,tanh,0.0013621656135337798,0.99,0.9999,6.246606762939752e-05,0.7715142032385236,linear,0.9,32,small,True,True,False,0.2042759736625223,PRUNED
45,45,-0.6091838999999993,2024-04-15 11:08:40.343518,2024-04-15 11:22:12.006707,0 days 00:13:31.663189,tanh,0.005076704827256806,0.98,0.995,0.0002207744762647814,-3.1560713879747135,constant,0.8,512,small,False,True,True,0.07234639441843674,PRUNED
46,46,86.30377480000001,2024-04-15 11:09:07.329321,2024-04-15 11:28:21.717504,0 days 00:19:14.388183,relu,2.1965645589284653e-07,0.8,0.999,0.002136827140768127,-0.32990127050548834,constant,0.9,8,small,True,True,True,0.11331417478904367,COMPLETE
47,47,73.68987159999999,2024-04-15 11:11:38.153692,2024-04-15 11:27:16.014405,0 days 00:15:37.860713,relu,0.013445601625888549,0.8,0.9999,5.5825719994306005e-05,0.2438768366900811,linear,0.8,32,medium,False,True,False,0.16490015964260854,COMPLETE
48,48,9.2675263,2024-04-15 11:16:22.149319,2024-04-15 11:31:18.263102,0 days 00:14:56.113783,relu,2.120486920252818e-08,0.99,0.999,0.001819638245909511,-1.806364379740741,constant,0.6,64,small,True,True,False,0.03313385474473244,PRUNED
49,49,57.296758,2024-04-15 11:19:18.206945,2024-04-15 11:33:42.198818,0 days 00:14:23.991873,relu,1.3449414985851364e-08,0.98,0.98,0.01718089902912975,-0.32687662434596754,constant,0.6,512,small,True,True,False,0.22017056757253844,PRUNED
50,50,95.3142569,2024-04-15 11:20:26.550700,2024-04-15 11:35:47.503650,0 days 00:15:20.952950,relu,1.09161267757273e-07,0.98,0.999,0.026784907761772808,-0.3295868009822162,constant,0.6,64,medium,True,True,False,0.013385497805858182,COMPLETE
51,51,4.436996500000001,2024-04-15 11:22:12.008701,2024-04-15 11:37:33.000401,0 days 00:15:20.991700,relu,9.137358613056767e-08,0.98,0.999,0.0009472096625506933,-1.036254503099943,constant,1.0,64,small,False,True,False,0.15006279438896963,PRUNED
52,52,71.576165,2024-04-15 11:22:50.203329,2024-04-15 11:38:12.664893,0 days 00:15:22.461564,relu,1.3124791055164662e-07,0.98,0.9,0.0007234562584649569,0.76076727235327,constant,0.3,64,small,True,True,False,0.02189550748864484,PRUNED
53,53,31.514833499999998,2024-04-15 11:23:18.463740,2024-04-15 11:38:33.330546,0 days 00:15:14.866806,relu,2.0261476228278547e-08,0.98,0.999,0.0001280803169514406,0.14480426242824973,constant,0.6,64,small,True,True,False,0.25948242036561525,PRUNED
54,54,8.4778766,2024-04-15 11:27:16.017397,2024-04-15 11:41:50.909603,0 days 00:14:34.892206,relu,0.00015179771640678024,0.98,0.9,0.003743188563280229,-2.834544512730204,constant,5.0,512,small,False,True,True,0.28888789112338015,PRUNED
55,55,79.36469480000001,2024-04-15 11:28:21.719499,2024-04-15 11:49:53.121276,0 days 00:21:31.401777,relu,6.6358664202891e-08,0.98,0.995,0.0002993567675068128,-0.1229627597674276,constant,0.6,8,small,True,True,False,0.15447190268823913,COMPLETE
56,56,41.1930366,2024-04-15 11:31:18.264100,2024-04-15 11:46:36.394846,0 days 00:15:18.130746,relu,1.3843666535102871e-08,0.98,0.995,0.0024647338400848573,-0.25083026543957987,linear,0.9,64,small,True,True,False,0.11294448025559137,PRUNED
57,57,67.275085,2024-04-15 11:33:42.200812,2024-04-15 11:49:36.129722,0 days 00:15:53.928910,relu,3.465530035045197e-08,0.98,0.999,0.000579274426552986,0.08838248536719295,constant,0.6,32,small,True,True,True,0.21650279132339267,PRUNED
58,58,-1.1170400999999996,2024-04-15 11:35:47.505644,2024-04-15 11:50:49.054665,0 days 00:15:01.549021,relu,4.3316239247903696e-08,0.98,0.999,0.026559402248196768,-0.18645199396989087,linear,0.6,128,medium,True,True,True,0.24225548527558824,PRUNED
59,59,59.989960499999995,2024-04-15 11:37:33.003393,2024-04-15 11:53:17.153774,0 days 00:15:44.150381,relu,4.588488013471646e-08,0.98,0.999,0.0003604359754312402,0.31051887279263074,constant,0.6,64,medium,True,True,False,0.07056175060095385,PRUNED
60,60,50.7316322,2024-04-15 11:38:12.665891,2024-04-15 11:52:54.361500,0 days 00:14:41.695609,relu,0.0010030712449339112,0.99,0.9999,0.0002924833223782785,-1.5789068136326894,linear,0.6,512,small,True,True,True,0.4724871446837712,PRUNED
61,61,-6.2410287,2024-04-15 11:38:33.331543,2024-04-15 11:53:26.420637,0 days 00:14:53.089094,relu,8.658083370646384e-07,0.98,0.9,0.3760514823226377,-0.9052611582708059,constant,0.6,256,medium,True,True,False,0.05210115809462755,PRUNED
62,62,57.1831137,2024-04-15 11:41:50.910600,2024-04-15 11:56:51.057830,0 days 00:15:00.147230,relu,2.848183385011154e-05,0.8,0.9999,0.000860585230653725,-1.9545293216774444,linear,0.6,128,small,True,True,False,0.7043536848089602,PRUNED
63,63,19.641369500000003,2024-04-15 11:46:36.396841,2024-04-15 12:01:24.745519,0 days 00:14:48.348678,relu,0.002304387118398646,0.95,0.99,0.006655891851195435,-3.872949143894746,constant,5.0,512,medium,False,True,True,0.34783771630316784,PRUNED
64,64,38.7150061,2024-04-15 11:49:36.131717,2024-04-15 12:05:05.172085,0 days 00:15:29.040368,relu,8.990844713069095e-07,0.98,0.95,0.09055525439094705,-0.6402295315513555,linear,0.6,64,medium,False,True,False,0.08550567953159502,PRUNED
65,65,26.3953754,2024-04-15 11:49:53.123268,2024-04-15 12:04:33.879385,0 days 00:14:40.756117,relu,0.0008805747312309702,0.8,0.9999,0.020747128002167166,-0.4632133517410699,linear,0.6,256,small,True,True,False,0.6493749784299438,PRUNED
66,66,9.9333864,2024-04-15 11:50:49.055663,2024-04-15 12:08:54.291795,0 days 00:18:05.236132,relu,3.0003011374311546e-07,0.98,0.95,0.010158202220319594,-0.9894722507068172,constant,0.8,16,medium,True,True,False,0.031674705460706616,PRUNED
67,67,1.5015176,2024-04-15 11:52:54.362497,2024-04-15 12:08:14.641351,0 days 00:15:20.278854,relu,2.0847166575933884e-06,0.98,0.999,0.12457559794458596,-0.5481398133864053,constant,0.6,64,medium,True,True,False,0.05542136149051662,PRUNED
68,68,47.6064036,2024-04-15 11:53:17.154771,2024-04-15 12:12:48.759714,0 days 00:19:31.604943,tanh,2.515608224937087e-06,0.8,0.999,0.00658458971928924,-1.348681324300852,constant,0.9,8,small,True,True,True,0.3473763668128957,PRUNED
69,69,77.69974479999999,2024-04-15 11:53:26.422631,2024-04-15 12:08:05.385026,0 days 00:14:38.962395,relu,3.91126936965124e-08,0.8,0.9999,0.0011388487244024484,-0.6052039145427593,constant,0.9,128,medium,True,True,True,0.03625286608415189,COMPLETE
70,70,3.0042793999999993,2024-04-15 11:56:51.058827,2024-04-15 12:10:53.950202,0 days 00:14:02.891375,relu,0.022676382228045893,0.92,0.9999,3.7519570793851215e-05,0.6464787868952508,linear,0.5,512,small,True,True,False,0.2145569738813721,PRUNED
71,71,83.4941681,2024-04-15 12:01:24.747513,2024-04-15 12:19:50.366182,0 days 00:18:25.618669,relu,3.1903435360845743e-06,0.8,0.999,0.0021616444364625917,0.5566530048839237,constant,1.0,8,small,True,True,True,0.09080526395503452,COMPLETE
72,72,27.4167353,2024-04-15 12:04:33.880382,2024-04-15 12:17:47.227014,0 days 00:13:13.346632,relu,9.402363694229434e-07,1.0,0.99,0.00028312435342569707,-0.15612595359755937,constant,0.9,2048,small,True,True,True,0.08593190714697649,PRUNED
73,73,1.6570257000000002,2024-04-15 12:05:05.173082,2024-04-15 12:23:05.064411,0 days 00:17:59.891329,relu,5.104253584238607e-07,0.8,0.99,0.0024141885806851188,-0.3218194524381371,constant,0.9,8,small,True,True,True,0.2640750371331444,PRUNED
74,74,66.9166389,2024-04-15 12:08:05.386023,2024-04-15 12:25:47.506995,0 days 00:17:42.120972,relu,3.372868494122784e-07,0.95,0.98,0.003392782442254817,-0.7898510181730284,constant,0.9,8,small,True,True,True,0.5041699900289845,PRUNED
75,75,105.46462900000002,2024-04-15 12:08:14.643346,2024-04-15 12:25:53.241656,0 days 00:17:38.598310,relu,8.386738613053243e-08,0.8,0.9,0.00020111248954753755,-0.09647089261845831,constant,0.5,8,small,False,True,True,0.05751101193502917,COMPLETE
76,76,5.5812764,2024-04-15 12:08:54.293789,2024-04-15 12:26:36.216708,0 days 00:17:41.922919,relu,1.120488352054471e-07,0.9,0.999,0.004042568148759125,0.4371711551684788,constant,0.9,8,small,True,True,True,0.21556495178727403,PRUNED
77,77,33.455461400000004,2024-04-15 12:10:53.950202,2024-04-15 12:28:42.201008,0 days 00:17:48.250806,relu,4.038004641776973e-08,0.8,0.999,0.0010693460595799687,-0.8546402883357426,constant,0.9,8,small,True,True,True,0.07819842496149865,PRUNED
78,78,59.9664322,2024-04-15 12:12:48.761708,2024-04-15 12:31:45.461538,0 days 00:18:56.699830,relu,1.2137388358727239e-05,0.8,0.98,0.00030580253971607905,0.8938983812566754,constant,0.9,8,small,True,True,False,0.5558134239494023,PRUNED
79,79,86.37705589999999,2024-04-15 12:17:47.229009,2024-04-15 12:37:05.173525,0 days 00:19:17.944516,relu,0.0001404609048721172,0.98,0.98,0.0013337317984087442,0.4843992825099703,linear,0.9,8,small,True,True,False,0.574843435490811,COMPLETE
80,80,60.3181836,2024-04-15 12:19:50.367180,2024-04-15 12:36:02.539785,0 days 00:16:12.172605,relu,3.3277937349892803e-06,0.8,0.999,0.004592167384880276,0.8526296766575882,linear,0.9,16,small,True,True,False,0.017667004683202488,PRUNED
81,81,40.9616496,2024-04-15 12:23:05.065409,2024-04-15 12:38:00.494590,0 days 00:14:55.429181,relu,0.07901383181193847,0.8,0.9999,3.5877446538503726e-05,-0.8454520835791699,linear,0.9,32,small,True,False,False,0.19314518413741738,PRUNED
82,82,-34.7535304,2024-04-15 12:25:47.507992,2024-04-15 12:45:38.130704,0 days 00:19:50.622712,relu,8.893957339014094e-06,0.92,0.98,1.8704391723035857e-05,0.1449239057294497,linear,1.0,8,small,True,True,False,0.26059949766767543,PRUNED
83,83,94.3685102,2024-04-15 12:25:53.243651,2024-04-15 12:39:29.596649,0 days 00:13:36.352998,relu,1.481646752458311e-07,0.8,0.95,0.0011259464267559286,-0.13509763370886152,constant,0.9,512,small,False,True,True,0.005539885901766628,COMPLETE
84,84,97.2794204,2024-04-15 12:26:36.217706,2024-04-15 12:41:20.799199,0 days 00:14:44.581493,relu,1.7731289440954975e-07,0.9,0.9,0.0006746508361344787,-0.37398827999696266,constant,0.5,32,small,False,True,True,0.017731784190249948,COMPLETE
85,85,26.7995636,2024-04-15 12:28:42.203003,2024-04-15 12:47:27.496553,0 days 00:18:45.293550,relu,1.0624347843091463e-07,0.8,0.9,0.004784439469680479,-0.4992913852822071,constant,2.0,8,small,False,True,True,0.24014595926295143,PRUNED
86,86,-23.317618899999996,2024-04-15 12:31:45.463532,2024-04-15 12:45:44.890622,0 days 00:13:59.427090,relu,3.4568202587106475e-07,1.0,0.9,2.52319818954598e-05,-1.3166830161983283,constant,0.5,128,small,False,True,True,0.18851546468498104,PRUNED
87,87,72.7539445,2024-04-15 12:36:02.541779,2024-04-15 12:55:07.607734,0 days 00:19:05.065955,relu,7.051470663073233e-06,0.8,0.9,5.3468065852838865e-05,-0.7584100535569284,constant,5.0,8,small,False,False,True,0.13744202898076058,PRUNED
88,88,74.38845439999999,2024-04-15 12:37:05.174523,2024-04-15 12:53:36.378711,0 days 00:16:31.204188,relu,2.334208371357668e-08,0.8,0.9,0.0006629695870902243,0.10392421376732416,constant,0.5,16,small,False,False,True,0.010023189430861848,PRUNED
89,89,67.88711070000001,2024-04-15 12:38:00.495587,2024-04-15 12:57:15.295160,0 days 00:19:14.799573,relu,6.251459551648795e-07,0.8,0.9,0.00011638008864882143,-0.398280153175716,constant,0.5,8,small,False,True,True,0.2486354385976857,PRUNED
90,90,8.392900000000001,2024-04-15 12:39:29.597647,2024-04-15 12:53:25.672051,0 days 00:13:56.074404,relu,1.5209310794684456e-07,0.8,0.95,0.00014705496117288687,-0.5315737164156051,constant,0.9,512,small,False,False,True,0.2251721641063319,PRUNED
91,91,54.50377149999999,2024-04-15 12:41:20.800196,2024-04-15 12:56:33.947588,0 days 00:15:13.147392,relu,1.3777368967178171e-08,0.9,0.9,0.0002374515082769251,0.8158769947720637,constant,5.0,32,small,False,True,True,0.06679002166420098,PRUNED
92,92,56.0376526,2024-04-15 12:45:38.131701,2024-04-15 12:59:40.360294,0 days 00:14:02.228593,relu,6.848059437801524e-08,0.8,0.9,0.0012903305651349442,-0.006299980724231685,constant,0.5,512,small,False,True,True,0.16980650609174677,PRUNED
93,93,57.984726699999996,2024-04-15 12:45:44.891620,2024-04-15 13:01:09.826725,0 days 00:15:24.935105,relu,3.196968720949215e-08,0.8,0.9,0.01609657166053387,-0.5765396550859953,constant,0.5,32,small,False,True,True,0.18543375362911121,PRUNED
94,94,85.4963891,2024-04-15 12:47:27.497551,2024-04-15 13:02:20.837485,0 days 00:14:53.339934,relu,9.910788366368256e-06,0.9,0.9,0.0007377110805324758,-0.14147200719389902,constant,0.6,32,small,False,True,True,0.10691816994789252,COMPLETE
95,95,42.8981043,2024-04-15 12:53:25.673048,2024-04-15 13:05:42.229664,0 days 00:12:16.556616,relu,0.00012772868488660264,0.98,0.95,0.00019896625419869285,0.11011551858439375,constant,0.9,64,small,False,True,True,0.017486333459802716,PRUNED
96,96,65.33268819999999,2024-04-15 12:53:36.380705,2024-04-15 13:06:07.468027,0 days 00:12:31.087322,relu,6.959536621534304e-08,0.9,0.9,0.0012734621532977455,0.6683823275255258,constant,0.5,32,small,False,True,True,0.03752013394237886,PRUNED
97,97,65.412158,2024-04-15 12:55:07.609729,2024-04-15 13:06:11.185106,0 days 00:11:03.575377,relu,1.5095680678645826e-07,0.98,0.95,0.0039360614650371,0.4734749845592623,linear,0.9,128,small,False,True,True,0.11923057966274285,PRUNED
98,98,38.426237199999996,2024-04-15 12:56:33.948585,2024-04-15 13:06:33.797681,0 days 00:09:59.849096,relu,2.148334241821392e-07,0.9,0.9,5.164743572264951e-05,-0.7348524824982435,constant,0.5,64,small,True,True,True,0.007900887790845813,PRUNED
99,99,27.384779400000003,2024-04-15 12:57:15.297155,2024-04-15 13:06:36.596016,0 days 00:09:21.298861,relu,1.2589036726760562e-05,0.98,0.95,0.0013721066531850775,0.32688998567320826,constant,0.9,256,small,False,True,True,0.0007240536065558391,PRUNED
