,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_log_std_init,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,state
32,32,16.1899812,2024-04-18 05:24:29.875568,2024-04-18 05:37:59.567716,0 days 00:13:29.692148,tanh,8,0.4,0.005458345877109403,0.95,0.995,0.0001252578424194059,-3.285465439316592,1.0,1,2048,tiny,256,0.6773787476628852,PRUNED
33,33,58.3629587,2024-04-18 05:28:01.218345,2024-04-18 05:59:30.564336,0 days 00:31:29.345991,relu,16,0.4,4.979311779082732e-06,0.9,0.98,0.14217194097997626,-0.800254680341717,0.6,10,1024,tiny,256,0.9128007899307332,PRUNED
34,34,59.77976840000001,2024-04-18 05:28:59.045812,2024-04-18 06:00:48.088496,0 days 00:31:49.042684,relu,16,0.4,0.0006500720857004787,0.95,0.9999,0.1608064842194343,0.24549333949324814,0.6,10,128,tiny,8,0.4538956280243123,COMPLETE
35,35,65.653357,2024-04-18 05:30:30.898557,2024-04-18 05:42:44.595868,0 days 00:12:13.697311,relu,128,0.2,0.010143615819061869,0.9,0.9,0.04619519425183115,0.8788172119051769,0.6,10,128,tiny,8,0.8055400353360769,COMPLETE
36,36,4.4113177,2024-04-18 05:32:02.057535,2024-04-18 05:43:44.569736,0 days 00:11:42.512201,relu,64,0.2,0.0018591305148843752,0.9,0.98,0.03286224328515181,-0.09357324226458516,2.0,1,16,tiny,128,0.9415847039630301,PRUNED
37,37,58.878387800000006,2024-04-18 05:33:04.620368,2024-04-18 05:53:47.815930,0 days 00:20:43.195562,relu,16,0.3,0.057478911216647735,0.9,0.98,0.025715383886762748,-0.4029188678781781,0.5,5,128,tiny,128,0.8112695285173054,COMPLETE
38,38,13.8803473,2024-04-18 05:36:50.342553,2024-04-18 05:51:27.574142,0 days 00:14:37.231589,relu,16,0.2,0.001286072649114497,0.9,0.98,0.15698218334055103,-0.20910933861783337,0.6,1,8,tiny,128,0.8716712369297364,PRUNED
39,39,2.4462745,2024-04-18 05:37:41.701504,2024-04-18 05:52:22.807370,0 days 00:14:41.105866,relu,16,0.2,0.0001023075170837335,0.9,0.98,0.06590780598785805,0.5608849135031391,0.5,1,8,tiny,128,0.7708293087552047,PRUNED
40,40,106.26850099999999,2024-04-18 05:37:59.568714,2024-04-18 05:48:43.848551,0 days 00:10:44.279837,relu,64,0.2,0.04919444513809103,0.9,0.9999,0.029630149818917206,0.27852736649838666,0.6,1,128,tiny,128,0.5011179582920156,COMPLETE
41,41,75.06745550000001,2024-04-18 05:42:44.596866,2024-04-18 05:54:21.820006,0 days 00:11:37.223140,tanh,256,0.3,0.003143664822239608,1.0,0.9,0.0023425338501842125,-0.3383860243248713,0.8,10,512,tiny,64,0.8888549144434481,COMPLETE
42,42,51.67213280000001,2024-04-18 05:43:44.571731,2024-04-18 05:55:59.259229,0 days 00:12:14.687498,tanh,16,0.2,0.01525772276185915,0.99,0.98,0.0072038079699048435,-0.771893509231976,0.3,1,128,tiny,8,0.6633812939200462,PRUNED
43,43,58.3316198,2024-04-18 05:48:43.849548,2024-04-18 06:01:52.526338,0 days 00:13:08.676790,tanh,256,0.4,0.0001624543580504535,1.0,0.9,0.09321817892034645,0.875814597074587,0.8,20,2048,tiny,16,0.9376104775228463,PRUNED
44,44,133.2344735,2024-04-18 05:51:27.576137,2024-04-18 06:03:19.784638,0 days 00:11:52.208501,tanh,256,0.2,6.081188784112226e-05,0.95,0.9,0.005744093602698903,-0.0659151889395111,0.8,10,256,tiny,8,0.8812583634351426,COMPLETE
45,45,66.7963214,2024-04-18 05:52:22.808367,2024-04-18 06:04:27.746890,0 days 00:12:04.938523,relu,64,0.2,0.009583619038045846,0.98,0.9999,0.01782561395213789,0.7264059493518803,0.6,1,128,medium,128,0.372442596422926,COMPLETE
46,46,113.36677239999999,2024-04-18 05:53:47.816927,2024-04-18 06:44:18.424963,0 days 00:50:30.608036,tanh,8,0.4,0.05231601664615107,1.0,0.9,0.0026530822596490017,0.3255372803157818,2.0,10,512,tiny,8,0.8448403942294525,COMPLETE
47,47,12.926111400000002,2024-04-18 05:54:21.821003,2024-04-18 06:05:33.306078,0 days 00:11:11.485075,tanh,256,0.4,6.854133617579901e-07,1.0,0.9999,0.010325672750194994,0.7878578568732845,0.8,5,512,tiny,32,0.9507348469391358,PRUNED
48,48,-4.633213800000001,2024-04-18 05:55:59.261224,2024-04-18 06:06:53.852143,0 days 00:10:54.590919,relu,64,0.4,0.009705255619003025,1.0,0.9999,0.03271024535358913,0.5650180612871378,0.7,1,128,tiny,16,0.5700148317311952,PRUNED
49,49,,2024-04-18 05:59:30.565333,2024-04-18 06:10:55.388866,0 days 00:11:24.823533,tanh,32,0.4,5.61753121271786e-05,1.0,0.9,0.2947369185725354,0.7497966986774995,0.8,10,1024,tiny,8,0.9455729481757715,PRUNED
50,50,63.769600000000004,2024-04-18 06:00:48.089493,2024-04-18 06:12:44.213715,0 days 00:11:56.124222,relu,64,0.2,0.03427729076928841,0.9,0.9999,0.02121595161601217,0.33195777082234584,0.8,1,128,small,128,0.6930838922461804,COMPLETE
51,51,43.3222829,2024-04-18 06:01:52.527335,2024-04-18 06:12:56.874584,0 days 00:11:04.347249,tanh,512,0.4,2.5496557789010407e-08,0.92,0.9,0.0061177960434336195,-0.3456661419563124,0.8,10,512,tiny,8,0.8830464446415394,PRUNED
52,52,6.2759726,2024-04-18 06:03:19.785636,2024-04-18 07:00:23.630097,0 days 00:57:03.844461,tanh,8,0.4,0.0025619224626445064,1.0,0.95,0.00702445625118629,0.8812012763500935,0.8,10,8,small,8,0.9994150612223522,PRUNED
53,53,,2024-04-18 06:04:27.748884,2024-04-18 06:06:46.312121,0 days 00:02:18.563237,tanh,16,0.4,0.00011432409859780628,1.0,0.9,0.45375943849879824,0.6061465434328346,1.0,10,512,small,8,0.8894727151889154,PRUNED
54,54,56.72100820000001,2024-04-18 06:05:33.307076,2024-04-18 06:21:19.372145,0 days 00:15:46.065069,tanh,64,0.4,0.00013602085475049316,0.92,0.9,0.020162183853515165,0.06375789097089091,0.5,10,512,tiny,8,0.8158934672291127,PRUNED
55,55,1.9514173,2024-04-18 06:06:46.313118,2024-04-18 06:17:41.029862,0 days 00:10:54.716744,relu,64,0.1,0.007052476790686807,0.9,0.98,0.09672067239384585,0.6787033376854197,0.3,1,128,tiny,128,0.4547316015501065,PRUNED
56,56,31.0829431,2024-04-18 06:06:53.854138,2024-04-18 06:17:54.312545,0 days 00:11:00.458407,tanh,512,0.2,3.5006850770556335e-07,0.95,0.9,0.005110396038951078,-0.20127992810934905,0.8,10,2048,tiny,8,0.7981095428125606,PRUNED
57,57,50.85350700000001,2024-04-18 06:10:55.389885,2024-04-18 06:22:36.702123,0 days 00:11:41.312238,relu,512,0.2,0.019600668187409465,0.9,0.9999,0.015049398753195949,0.6728021278467232,0.6,1,32,tiny,16,0.6616086647922508,PRUNED
58,58,28.2268486,2024-04-18 06:12:44.214746,2024-04-18 06:24:42.202807,0 days 00:11:57.988061,tanh,256,0.2,0.000988494535877205,0.95,0.9,0.003978206752139676,0.48784395500781064,0.8,10,256,tiny,128,0.9580779334961639,PRUNED
59,59,51.956922399999996,2024-04-18 06:12:56.876578,2024-04-18 06:26:11.818492,0 days 00:13:14.941914,tanh,128,0.2,4.4347897688620335e-06,0.95,0.995,0.0059292442515594445,0.008106624798499606,5.0,10,256,tiny,8,0.8106337516046843,PRUNED
60,60,82.51652490000001,2024-04-18 06:17:41.031857,2024-04-18 06:30:13.567676,0 days 00:12:32.535819,tanh,256,0.2,0.0007297280230167467,0.95,0.9,0.0030542898958279864,0.047910396261227325,0.3,20,256,tiny,-1,0.7148231405691294,COMPLETE
61,61,-11.510105000000001,2024-04-18 06:17:54.313543,2024-04-18 06:30:19.667361,0 days 00:12:25.353818,tanh,256,0.2,4.902579670160347e-05,0.95,0.9,0.011042943693898289,-1.3825052184749533,0.9,10,256,medium,8,0.9287130941580085,PRUNED
62,62,14.654824100000003,2024-04-18 06:21:19.373142,2024-04-18 06:35:33.392988,0 days 00:14:14.019846,tanh,256,0.2,0.00010133469020000428,0.9,0.9,0.015020129675824518,0.5268952910665254,0.9,10,64,tiny,16,0.940384490874132,PRUNED
63,63,48.452330700000005,2024-04-18 06:22:36.703121,2024-04-18 06:33:14.962069,0 days 00:10:38.258948,relu,256,0.4,0.00376847786637761,0.8,0.9,0.006172866894737929,-1.1799295335442088,0.9,10,256,tiny,64,0.8760149005454269,PRUNED
64,64,6.6928555,2024-04-18 06:24:42.203804,2024-04-18 06:36:11.895004,0 days 00:11:29.691200,tanh,256,0.3,9.365664934208635e-06,0.9,0.9,0.019079493492048162,-0.15876222277017593,0.9,20,256,tiny,8,0.9764360074897519,PRUNED
65,65,61.88358629999999,2024-04-18 06:26:11.820486,2024-04-18 07:10:12.836088,0 days 00:44:01.015602,relu,16,0.4,5.0721376784815314e-05,0.9,0.99,0.01208981958571541,0.635146509642335,0.6,20,128,tiny,64,0.9689479443352247,PRUNED
66,66,-9.876979799999997,2024-04-18 06:30:13.568673,2024-04-18 07:12:30.136017,0 days 00:42:16.567344,tanh,128,0.2,0.0001553315146263365,0.95,0.9,0.008046509580377685,0.6030087148853362,0.3,20,16,tiny,-1,0.5690768474942852,PRUNED
67,67,83.4567274,2024-04-18 06:30:19.668358,2024-04-18 06:44:13.772407,0 days 00:13:54.104049,tanh,256,0.2,0.0007910817687195817,0.95,0.9,0.001281335862772423,0.42433767350739127,5.0,20,128,small,32,0.5460014439761105,COMPLETE
68,68,81.5023583,2024-04-18 06:33:14.964064,2024-04-18 06:41:50.700092,0 days 00:08:35.736028,tanh,256,0.2,0.0055344897075015245,0.95,0.9,0.0012428753385558885,0.4094632670827848,0.3,5,256,tiny,-1,0.3998090122183657,COMPLETE
69,69,46.3841276,2024-04-18 06:35:33.393985,2024-04-18 07:16:58.735243,0 days 00:41:25.341258,tanh,16,0.2,0.002549955974294597,0.95,0.9,0.0006253548656602634,0.9648026163828846,2.0,20,16,tiny,-1,0.48591450665746827,PRUNED
70,70,37.3281162,2024-04-18 06:36:11.896002,2024-04-18 06:48:05.421594,0 days 00:11:53.525592,tanh,256,0.2,0.0017897177886068698,0.95,0.9,0.0016993034324381399,0.8799693972022512,0.3,20,256,medium,-1,0.6842893688115689,PRUNED
71,71,92.1015412,2024-04-18 06:41:50.701089,2024-04-18 06:52:31.503508,0 days 00:10:40.802419,tanh,256,0.2,0.002138565974954651,0.95,0.9,0.0009126011819186807,0.055895304199163054,0.3,20,256,tiny,-1,0.7782826962857214,COMPLETE
72,72,72.14788760000002,2024-04-18 06:44:13.773405,2024-04-18 06:53:12.728241,0 days 00:08:58.954836,tanh,256,0.2,0.0021603950753749067,0.8,0.9,0.0005697263501071833,0.09845334447571547,5.0,5,256,tiny,-1,0.5755721268372652,COMPLETE
73,73,57.075132599999996,2024-04-18 06:44:18.425961,2024-04-18 06:58:48.769757,0 days 00:14:30.343796,tanh,256,0.2,1.929902245292896e-05,0.95,0.99,0.0001276083528541104,0.6164075222175238,0.8,20,128,small,32,0.6322362907219018,PRUNED
74,74,30.828029999999995,2024-04-18 06:48:05.422592,2024-04-18 07:01:42.254855,0 days 00:13:36.832263,tanh,8,0.4,0.0538383738447206,1.0,0.9,0.0011936708119738822,-0.4030951580239144,2.0,1,512,medium,64,0.6993890365774668,PRUNED
75,75,57.515819500000006,2024-04-18 06:52:31.504505,2024-04-18 07:06:34.152323,0 days 00:14:02.647818,tanh,256,0.2,0.0005479221988140425,0.9,0.9,0.011845741668370798,-0.1055692238603626,2.0,20,128,small,32,0.44574498720510186,PRUNED
76,76,28.104824100000002,2024-04-18 06:53:12.730236,2024-04-18 07:04:23.713582,0 days 00:11:10.983346,tanh,8,0.4,0.0502409994782561,1.0,0.999,0.00013961060974208755,0.686801562646661,2.0,1,64,tiny,8,0.8390714736727517,PRUNED
77,77,4.3169065,2024-04-18 06:58:48.770754,2024-04-18 07:09:57.884081,0 days 00:11:09.113327,tanh,8,0.3,0.012249976060378793,1.0,0.9,0.006336804843233638,0.33940840331769306,2.0,1,64,tiny,-1,0.9756386799386324,PRUNED
78,78,3.9673866,2024-04-18 07:00:23.631094,2024-04-18 07:24:01.189670,0 days 00:23:37.558576,tanh,8,0.4,0.016591734155001002,1.0,0.9,0.007666023043321904,0.054116184019543156,2.0,5,512,tiny,128,0.8120087390166899,PRUNED
79,79,2.5426971,2024-04-18 07:01:42.255852,2024-04-18 07:45:33.096941,0 days 00:43:50.841089,tanh,8,0.4,0.025668214063777554,1.0,0.9,0.02236867745420296,0.9274314536848965,5.0,10,256,tiny,8,0.5023009574430763,PRUNED
80,80,71.8721328,2024-04-18 07:04:23.715576,2024-04-18 07:12:22.449549,0 days 00:07:58.733973,tanh,512,0.4,0.004451027265617138,1.0,0.9,0.00066606940670947,-0.6929120904510341,2.0,10,512,tiny,8,0.9944264564077943,COMPLETE
81,81,97.09969729999999,2024-04-18 07:06:34.153321,2024-04-18 07:57:53.770098,0 days 00:51:19.616777,tanh,8,0.2,0.025717674645231014,0.99,0.9,0.009384325341346526,-0.45032273794334465,2.0,10,64,medium,8,0.6023442639885367,COMPLETE
82,82,2.890294,2024-04-18 07:09:57.885078,2024-04-18 07:54:02.169148,0 days 00:44:04.284070,tanh,8,0.4,0.009803392948614764,1.0,0.9,0.008248764537173365,-0.7290635017451131,2.0,10,512,tiny,8,0.8983152817983543,PRUNED
83,83,61.341553,2024-04-18 07:10:12.837085,2024-04-18 07:26:18.985960,0 days 00:16:06.148875,tanh,64,0.2,0.00046897046537599716,0.95,0.9,0.03357625009410085,-1.6077932731602307,0.6,20,256,tiny,-1,0.6446154610274899,PRUNED
84,84,-16.108872400000003,2024-04-18 07:12:22.451543,2024-04-18 07:25:39.842659,0 days 00:13:17.391116,tanh,128,0.2,0.0004585041095861699,0.95,0.9,0.005214118038866548,0.24721169460023704,5.0,20,512,small,32,0.2689238880643778,PRUNED
85,85,49.0193694,2024-04-18 07:12:30.136017,2024-04-18 07:21:44.510126,0 days 00:09:14.374109,tanh,256,0.4,0.01384714724255968,0.95,0.9,0.00042005773818277277,0.07922631948062331,5.0,5,128,small,32,0.18030958356045668,PRUNED
86,86,-12.053450699999997,2024-04-18 07:16:58.736240,2024-04-18 07:49:22.481184,0 days 00:32:23.744944,tanh,256,0.2,0.019199149777116436,0.95,0.9,0.00017979494335173353,-0.7350227896001656,5.0,5,8,small,32,0.47744621119217057,PRUNED
87,87,14.714925599999997,2024-04-18 07:21:44.511123,2024-04-18 07:30:50.484838,0 days 00:09:05.973715,tanh,64,0.2,0.07875912303098223,0.9,0.9999,0.00585295956370502,0.48246935469864394,5.0,1,512,tiny,128,0.4897395790305147,PRUNED
88,88,105.0989302,2024-04-18 07:24:01.191664,2024-04-18 07:33:41.141658,0 days 00:09:39.949994,tanh,256,0.2,0.027693285696576385,0.95,0.99,0.000496456984007756,0.7725603553824476,0.3,5,256,tiny,-1,0.40518748369741237,COMPLETE
89,89,71.7850863,2024-04-18 07:25:39.843657,2024-04-18 07:35:27.420158,0 days 00:09:47.576501,relu,256,0.2,0.002198275418095567,0.95,0.9,0.003789613396739551,-0.6878317124691439,0.3,5,256,tiny,8,0.27475193253806884,COMPLETE
90,90,90.77774869999999,2024-04-18 07:26:18.986958,2024-04-18 07:38:02.872996,0 days 00:11:43.886038,tanh,256,0.2,0.014138372857426744,1.0,0.999,0.004191595249082865,-0.46811076836842186,0.3,20,256,tiny,8,0.7255649671198662,COMPLETE
91,91,58.234631100000016,2024-04-18 07:30:50.485835,2024-04-18 07:41:52.013287,0 days 00:11:01.527452,tanh,128,0.2,0.010844832287277019,0.95,0.9999,0.0017513955433287587,-0.4952066520973414,0.3,5,256,small,-1,0.21366118319050942,PRUNED
92,92,52.894861199999994,2024-04-18 07:33:41.142655,2024-04-18 07:44:24.042645,0 days 00:10:42.899990,tanh,16,0.4,0.0002477217678229771,0.9,0.999,0.0035359592933384225,0.89330764390592,0.6,1,32,tiny,256,0.7857829923415967,PRUNED
93,93,22.672538300000003,2024-04-18 07:35:27.421156,2024-04-18 07:46:42.818244,0 days 00:11:15.397088,relu,256,0.2,0.0038267666612454986,0.98,0.9,0.0015351795441073512,-1.7134809866740328,0.3,20,256,tiny,-1,0.9397563675250796,PRUNED
94,94,43.9407169,2024-04-18 07:38:02.874990,2024-04-18 07:49:33.415959,0 days 00:11:30.540969,tanh,256,0.2,0.0013585892642671259,1.0,0.999,0.0016572762416336712,-1.8972040741694736,0.3,20,256,tiny,256,0.835654372088874,PRUNED
95,95,30.360794700000003,2024-04-18 07:41:52.014284,2024-04-18 07:54:42.101964,0 days 00:12:50.087680,tanh,256,0.2,0.0009176540654225478,0.8,0.999,0.004372526094605108,-0.47063566860933403,0.3,20,128,tiny,8,0.3619666791335673,PRUNED
96,96,9.508857800000001,2024-04-18 07:44:24.043642,2024-04-18 07:54:47.162429,0 days 00:10:23.118787,tanh,256,0.2,0.0016810270873691365,1.0,0.999,0.007837917410372458,-2.290014730605409,0.3,20,1024,tiny,8,0.7497847675658499,PRUNED
97,97,9.178810299999999,2024-04-18 07:45:33.097939,2024-04-18 07:55:23.490316,0 days 00:09:50.392377,tanh,256,0.2,0.004413461817897744,1.0,0.999,0.02234756971720007,-0.0275954327262532,0.3,20,256,tiny,64,0.8636629180732324,PRUNED
98,98,24.146676899999996,2024-04-18 07:46:42.819241,2024-04-18 07:56:04.954410,0 days 00:09:22.135169,tanh,256,0.2,0.001212844756255925,1.0,0.999,0.0031497937138764377,-0.34625888999687804,5.0,20,256,medium,8,0.6779776591788618,PRUNED
99,99,7.0139979,2024-04-18 07:49:22.482181,2024-04-18 07:59:54.839115,0 days 00:10:32.356934,relu,16,0.4,8.887849225932701e-05,0.9,0.999,0.10393252255850542,0.954308026615051,0.6,10,8,tiny,256,0.7453496744919669,PRUNED
