rl-A1G2O2R1T14,23757.825505580815
rl-A1G2O2R1T14-1,20768.80075778997
rl-A1G2O2R1T14-2,25880.859007938278
rl-A1G2O231R22T14,22341.40455779682
rl-A1G2O231R22T14-1,25980.515740390427
rl-A1G2O231R22T14-2,20788.215208408234
rl-A31G2O231R1T1402,28563.308033597175
rl-A31G2O231R1T1402-1,24574.769897859984
rl-A31G2O231R1T1402-2,30652.063754764884
rl-A21G2O3R1T74,30618.964716360133
rl-A21G2O3R1T74-1,30654.37201406782
rl-A21G2O3R1T74-2,30628.127061254403
rl-A25G2O3R1T74,30617.724654359106
rl-A25G2O3R1T74-1,30617.724654359106
rl-A25G2O3R1T74-2,30617.724654359106
MILP,28580.71916875427
rl-greedy,30617.724654359106
