rl-A1G0O221R1T0,10309.367726025268
rl-A1G0O1R1T1,10355.379018328997
rl-A1G0O12R1T1,9772.563770110999
rl-A1G0O121R1T1,10145.805818519179
rl-A1G0O2R1T1,10748.781477171911
rl-A1G0O2R22T1,10608.975953403851
rl-A1G0O20R1T1,7117.4877482492
rl-A1G0O201R1T1,8420.217662964538
rl-A1G0O22R1T1,10101.333499556747
rl-A1G0O221R1T1,9284.917509448756
rl-A1G0O222R1T1,10045.62757391899
rl-A1G0O1R1T2,10520.916632147417
rl-A1G0O12R1T2,10435.32768345875
rl-A1G0O121R1T2,10154.406849039862
rl-A1G0O2R1T2,10413.01262433749
rl-A1G0O22R1T2,10404.429226564145
rl-A1G0O221R1T2,9322.869715139032
rl-A110G0O2R1T1,8806.141443582084
rl-A111G0O2R1T1,7931.881554210827
rl-A112G0O2R1T1,8244.656999407247
rl-A113G0O1R1T3,10109.64965076009
rl-A113G0O2R1T3,10346.548798613097
rl-A113G0O2R1T3_1,10346.548798613097
rl-A113G0O2R22T3,9250.56289650369
rl-A113G0O222R1T3,9783.815009538694
rl-A113G0O1R1T4,10184.78525120111
rl-A113G0O2R1T4,10147.881524947335
rl-A21G0O3R1T3,10552.173097969246
rl-A22G0O3R1T3,10445.952971262517
rl-A23G0O3R1T3,10532.375618823171
rl-A24G0O3R1T3,8205.639681091021
Heuristic,8940.9006214047
MILP,12711.486904910027
rl-greedy,10516.85396940693
rl-random,5915.274611003527
