Agent,Average time (s)
rl-A31G0O231R1T1002,0.3433615090909102
rl-A113G1O2R22T302,0.7129394727272711
rl-A21G2O3R1T748,1.336994245454548
rl-A21G3O3R1T74,1.4392989090909147
Greedy_G0,0.24069745454544939
Greedy_G01,0.23103778181818638
Greedy_G1,0.24103118181818156
Greedy_G2,0.46567085454545454
Greedy_G21,0.45105951818182305
Greedy_G3,0.4610001636363718
