,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
13,13,4.696882,2024-04-17 00:08:43.240317,2024-04-17 00:59:30.930239,0 days 00:50:47.689922,512,100000,0.98,1.4342254277061056e-05,10000,-2.173996571656364,small,0.001,1,COMPLETE
14,14,,2024-04-17 00:15:41.091665,2024-04-17 00:17:14.284398,0 days 00:01:33.192733,64,1000000,0.999,0.21042490167921274,20000,-2.5012302262470536,medium,0.08,16,PRUNED
15,15,-10.180961,2024-04-17 00:17:14.285395,2024-04-17 01:16:30.356869,0 days 00:59:16.071474,128,1000000,0.99,2.0732661993961338e-05,20000,-2.8607570248833367,big,0.001,64,COMPLETE
16,16,67.26819099999999,2024-04-17 00:54:35.366474,2024-04-17 01:40:06.759144,0 days 00:45:31.392670,16,1000000,0.9,0.01087637649391198,20000,-3.2726075484170862,big,0.005,128,COMPLETE
17,17,76.0778719,2024-04-17 00:56:12.127661,2024-04-17 01:50:15.849258,0 days 00:54:03.721597,32,1000000,0.995,0.005175188658570542,10000,-2.496464630877486,medium,0.08,256,COMPLETE
18,18,38.860131800000005,2024-04-17 00:59:30.932233,2024-04-17 01:47:40.137550,0 days 00:48:09.205317,32,1000000,0.995,0.0006435551084159282,0,-2.0481910455956798,small,0.005,256,COMPLETE
19,19,,2024-04-17 01:04:46.622689,2024-04-17 01:05:55.739817,0 days 00:01:09.117128,32,1000000,0.995,0.06838050285297172,0,-1.7095637314105214,big,0.005,256,PRUNED
20,20,5.426398699999997,2024-04-17 01:05:55.740815,2024-04-17 02:22:19.472044,0 days 01:16:23.731229,512,1000000,0.9,0.0005605342542514775,10000,-0.487198969971979,medium,0.05,32,PRUNED
21,21,28.765163899999997,2024-04-17 01:11:49.882570,2024-04-17 02:36:16.156493,0 days 01:24:26.273923,512,1000000,0.9,0.00010864732682932167,10000,-1.4077518200234023,big,0.05,512,PRUNED
22,22,-1.6918768,2024-04-17 01:16:30.358864,2024-04-17 02:39:27.520097,0 days 01:22:57.161233,512,1000000,0.999,0.0002799215896601108,10000,0.1792558629974672,big,0.05,128,PRUNED
23,23,-17.906090799999998,2024-04-17 01:28:03.731030,2024-04-17 03:04:20.598375,0 days 01:36:16.867345,512,1000000,0.9999,0.0005799258171466622,1000,-0.4605676898462008,big,0.05,4,PRUNED
24,24,,2024-04-17 01:40:06.761138,2024-04-17 01:41:35.872786,0 days 00:01:29.111648,1024,10000,0.9,0.9367521489763772,20000,-3.0725654939323315,big,0.005,128,PRUNED
25,25,-10.482500700000001,2024-04-17 01:41:35.874780,2024-04-17 02:22:35.632817,0 days 00:40:59.758037,32,10000,0.9,6.675617398372436e-05,20000,-2.8565082374543826,big,0.005,128,PRUNED
26,26,,2024-04-17 01:47:40.139544,2024-04-17 01:51:20.262133,0 days 00:03:40.122589,16,1000000,0.95,0.04323445285478067,20000,-3.4223605109334976,big,0.02,32,PRUNED
27,27,48.6915527,2024-04-17 01:50:15.850255,2024-04-17 02:44:20.747643,0 days 00:54:04.897388,32,1000000,0.95,0.030242832413956592,10000,-2.382906327117349,medium,0.08,256,COMPLETE
28,28,-4.9160953,2024-04-17 01:51:20.264128,2024-04-17 02:32:47.599250,0 days 00:41:27.335122,16,1000000,0.9,0.007904111244823198,20000,-3.782802101881835,big,0.005,128,PRUNED
29,29,-22.727426,2024-04-17 02:00:52.376748,2024-04-17 03:08:58.849957,0 days 01:08:06.473209,256,1000000,0.995,0.029089945952861414,10000,-2.0429728199562867,medium,0.08,64,PRUNED
30,30,,2024-04-17 02:22:19.473041,2024-04-17 02:24:51.173375,0 days 00:02:31.700334,32,10000,0.995,0.06176279629094101,10000,-3.3119327468984303,medium,0.08,256,PRUNED
31,31,20.6877463,2024-04-17 02:22:35.634812,2024-04-17 03:17:20.722752,0 days 00:54:45.087940,128,1000000,0.9,0.013612584029132136,20000,-3.8355714336473747,big,0.005,16,PRUNED
32,32,66.9608941,2024-04-17 02:24:51.174372,2024-04-17 03:22:31.658097,0 days 00:57:40.483725,16,1000000,0.9,0.0012610241029098073,10000,-3.62119380725356,big,0.08,128,COMPLETE
33,33,,2024-04-17 02:32:47.600248,2024-04-17 02:33:33.722881,0 days 00:00:46.122633,32,1000000,0.9,0.5409024257395755,10000,-1.725680793107622,medium,0.05,256,PRUNED
34,34,86.37761520000001,2024-04-17 02:33:33.723878,2024-04-17 03:34:35.629233,0 days 01:01:01.905355,128,1000000,0.995,0.005895483074449187,10000,-3.014255789714558,medium,0.001,8,COMPLETE
35,35,19.1518559,2024-04-17 02:36:16.157491,2024-04-17 03:08:42.971429,0 days 00:32:26.813938,32,1000000,0.999,0.026682354065070264,20000,-3.0083764584107833,small,0.01,256,PRUNED
36,36,1.1850150000000006,2024-04-17 02:39:27.521095,2024-04-17 04:02:56.960132,0 days 01:23:29.439037,1024,1000000,0.995,0.0018909098647777677,10000,-1.916266907779751,medium,0.08,128,PRUNED
37,37,42.471881999999994,2024-04-17 02:44:20.748640,2024-04-17 03:57:06.418705,0 days 01:12:45.670065,128,1000000,0.995,0.0008239398314079891,1000,-2.842788153403542,medium,0.08,512,PRUNED
38,38,-10.527051699999998,2024-04-17 03:04:20.599372,2024-04-17 04:38:24.736496,0 days 01:34:04.137124,1024,1000000,0.995,0.0012228910715823976,1000,-2.695974223732052,medium,0.08,64,PRUNED
39,39,32.778453999999996,2024-04-17 03:08:42.972426,2024-04-17 04:15:40.262482,0 days 01:06:57.290056,256,1000000,0.999,0.0002738692329790076,10000,-2.0767900352576976,medium,0.08,256,PRUNED
40,40,32.382481,2024-04-17 03:08:58.850956,2024-04-17 04:00:15.954782,0 days 00:51:17.103826,32,1000000,0.995,0.00010267130674918812,10000,-1.261543638248206,medium,0.08,256,PRUNED
41,41,65.56892050000002,2024-04-17 03:17:20.724747,2024-04-17 04:17:42.641329,0 days 01:00:21.916582,128,1000000,0.995,0.001613665087474728,10000,-1.7881367304549625,medium,0.01,256,COMPLETE
42,42,26.543824100000002,2024-04-17 03:22:31.660090,2024-04-17 04:21:38.010016,0 days 00:59:06.349926,32,1000000,0.98,0.005273132352725555,10000,-3.1089202159270126,big,0.005,1,PRUNED
43,43,53.5733767,2024-04-17 03:34:35.630230,2024-04-17 04:32:32.395393,0 days 00:57:56.765163,128,1000000,0.99,0.000586002154471126,10000,-3.360992194610479,medium,0.02,512,COMPLETE
44,44,63.1379922,2024-04-17 03:57:06.419703,2024-04-17 04:50:43.439190,0 days 00:53:37.019487,16,1000000,0.99,0.0030983457941226823,10000,-3.527031523000131,big,0.08,128,COMPLETE
45,45,71.16430410000001,2024-04-17 04:00:15.955780,2024-04-17 04:43:36.399419,0 days 00:43:20.443639,128,1000000,0.9,0.000988695376636215,10000,-3.41997577455155,small,0.08,128,COMPLETE
46,46,8.2604386,2024-04-17 04:02:56.961129,2024-04-17 04:46:33.006038,0 days 00:43:36.044909,128,1000000,0.995,0.022219767218320204,20000,-2.0418746361610842,medium,0.001,8,PRUNED
47,47,-0.45853710000000236,2024-04-17 04:15:40.263479,2024-04-17 05:14:18.794745,0 days 00:58:38.531266,128,1000000,0.995,0.01921779072703881,10000,-3.3040513081086598,medium,0.001,32,PRUNED
48,48,62.32754359999999,2024-04-17 04:17:42.642326,2024-04-17 05:08:59.324227,0 days 00:51:16.681901,32,1000000,0.95,0.0003385742526569537,10000,-3.677100130052843,big,0.08,128,COMPLETE
49,49,48.7890677,2024-04-17 04:21:38.011013,2024-04-17 05:10:32.640628,0 days 00:48:54.629615,16,1000000,0.995,0.0005557431967774587,10000,-2.530706115031941,medium,0.01,8,PRUNED
50,50,56.6655705,2024-04-17 04:32:32.397388,2024-04-17 05:24:14.265259,0 days 00:51:41.867871,16,1000000,0.9,0.0002886651371722379,10000,-2.5712775638866106,big,0.08,128,COMPLETE
51,51,33.376229499999994,2024-04-17 04:38:24.737493,2024-04-17 05:33:04.228893,0 days 00:54:39.491400,128,10000,0.995,0.0009830117976079133,10000,-1.4982496997363324,medium,0.005,8,PRUNED
52,52,41.9404819,2024-04-17 04:43:36.400416,2024-04-17 05:38:39.484199,0 days 00:55:03.083783,128,1000000,0.995,0.00040973643844931484,10000,-3.6319444239538297,medium,0.001,8,PRUNED
53,53,35.1330112,2024-04-17 04:46:33.007036,2024-04-17 05:32:18.841294,0 days 00:45:45.834258,128,1000000,0.9,0.0011820219343259652,10000,-2.0361344100882324,small,0.005,128,PRUNED
54,54,106.3867286,2024-04-17 04:50:43.440187,2024-04-17 05:37:18.673349,0 days 00:46:35.233162,128,1000000,0.9,0.0016196482075257503,10000,-2.2028428155762327,small,0.005,128,COMPLETE
55,55,51.015429999999995,2024-04-17 05:08:59.325224,2024-04-17 05:58:37.888204,0 days 00:49:38.562980,128,1000000,0.9,0.003669980147570455,10000,-3.352231609551689,small,0.005,128,PRUNED
56,56,,2024-04-17 05:10:32.641625,2024-04-17 05:12:10.368230,0 days 00:01:37.726605,128,1000000,0.9,0.0694676712284063,10000,-3.6807886985043363,medium,0.08,128,PRUNED
57,57,69.7218323,2024-04-17 05:12:10.370225,2024-04-17 06:01:36.402720,0 days 00:49:26.032495,128,10000,0.9,0.0027647208355930965,10000,-2.548728791882822,small,0.05,256,COMPLETE
58,58,54.209764699999994,2024-04-17 05:14:18.796740,2024-04-17 06:02:23.283326,0 days 00:48:04.486586,64,1000000,0.9,0.001155468145079941,10000,-2.4685926923191146,small,0.08,4,PRUNED
59,59,32.6269751,2024-04-17 05:24:14.267254,2024-04-17 06:13:12.355726,0 days 00:48:58.088472,128,1000000,0.9,0.004000663017455232,10000,-3.060724202347614,small,0.02,128,PRUNED
60,60,30.4677102,2024-04-17 05:32:18.842291,2024-04-17 06:21:07.189743,0 days 00:48:48.347452,128,10000,0.9,0.0016125014133168887,10000,-3.766498090251261,small,0.08,8,PRUNED
61,61,71.8764862,2024-04-17 05:33:04.229891,2024-04-17 06:30:34.450651,0 days 00:57:30.220760,128,1000000,0.995,0.005140292224593978,10000,-1.4867891388825245,medium,0.01,256,COMPLETE
62,62,50.392684700000004,2024-04-17 05:37:18.674346,2024-04-17 06:14:10.586821,0 days 00:36:51.912475,128,1000000,0.9,0.0026134284076550166,20000,-3.866263693848197,small,0.05,128,PRUNED
63,63,49.797244100000015,2024-04-17 05:38:39.486194,2024-04-17 06:26:30.754445,0 days 00:47:51.268251,128,1000000,0.9,0.0005641201265286664,10000,-3.91772083734591,small,0.08,1,PRUNED
64,64,2.460064800000002,2024-04-17 05:58:37.889201,2024-04-17 07:06:19.032062,0 days 01:07:41.142861,128,1000000,0.9999,0.00027994466949488386,0,-3.0305673544801515,medium,0.08,128,PRUNED
65,65,24.6006535,2024-04-17 06:01:36.403718,2024-04-17 07:00:35.194668,0 days 00:58:58.790950,128,10000,0.9,0.004059583530853129,1000,-3.4847777724516686,small,0.05,256,PRUNED
66,66,12.218813199999998,2024-04-17 06:02:23.284323,2024-04-17 06:48:21.076995,0 days 00:45:57.792672,16,10000,0.9999,0.05043127492133076,10000,-2.2687602254396326,small,0.005,256,PRUNED
67,67,,2024-04-17 06:13:12.356723,2024-04-17 06:57:07.719449,0 days 00:43:55.362726,128,10000,0.95,0.024529726182315286,10000,-2.393814667804063,small,0.05,256,PRUNED
68,68,87.50168070000002,2024-04-17 06:14:10.588816,2024-04-17 07:13:38.174823,0 days 00:59:27.586007,128,100000,0.9,0.000498639526198042,1000,-2.5139002310927943,small,0.05,256,COMPLETE
69,69,37.7052274,2024-04-17 06:21:07.190741,2024-04-17 07:09:47.098896,0 days 00:48:39.908155,128,10000,0.99,0.0017735506899380611,10000,-2.9537858657496106,small,0.05,256,PRUNED
70,70,20.049929399999996,2024-04-17 06:26:30.755443,2024-04-17 07:15:17.097275,0 days 00:48:46.341832,128,10000,0.999,0.0005243932464347441,10000,-2.9377266555848123,small,0.05,4,PRUNED
71,71,48.16666620000001,2024-04-17 06:30:34.451649,2024-04-17 07:27:14.060397,0 days 00:56:39.608748,1024,1000000,0.9,0.007012501658367376,10000,-2.4899274681396837,small,0.05,256,PRUNED
72,72,79.83243129999998,2024-04-17 06:48:21.077992,2024-04-17 07:36:45.929567,0 days 00:48:24.851575,128,10000,0.9,0.0008964114703083001,10000,-0.8562410547170503,small,0.05,16,COMPLETE
73,73,60.5680167,2024-04-17 06:57:07.720446,2024-04-17 07:42:32.375089,0 days 00:45:24.654643,16,100000,0.9,0.0007514351147399805,10000,-2.4938106079710765,small,0.05,256,PRUNED
74,74,60.4168677,2024-04-17 07:00:35.195665,2024-04-17 07:48:50.531910,0 days 00:48:15.336245,128,10000,0.98,0.0005614433900035708,10000,-1.2494653878824502,small,0.08,256,PRUNED
75,75,41.917802699999996,2024-04-17 07:06:19.033060,2024-04-17 07:59:42.383686,0 days 00:53:23.350626,32,1000000,0.995,0.004871252713641003,10000,-3.415107673405509,medium,0.005,256,PRUNED
76,76,88.8875864,2024-04-17 07:09:47.099893,2024-04-17 08:02:17.397163,0 days 00:52:30.297270,512,1000000,0.995,0.023094945202510084,10000,-1.7488120814024652,small,0.08,256,COMPLETE
77,77,11.085087799999998,2024-04-17 07:13:38.176818,2024-04-17 08:11:47.120146,0 days 00:58:08.943328,128,100000,0.999,0.0005548990326260927,1000,-2.389406416808185,small,0.05,16,PRUNED
78,78,87.0086878,2024-04-17 07:15:17.098273,2024-04-17 08:13:25.619490,0 days 00:58:08.521217,64,100000,0.9,0.00212604191564903,1000,-0.8402673466481836,small,0.05,256,COMPLETE
79,79,53.9881174,2024-04-17 07:27:14.061394,2024-04-17 08:25:58.062910,0 days 00:58:44.001516,128,100000,0.9,0.00024219800585804503,1000,-2.553728314204442,small,0.01,256,PRUNED
80,80,32.8312876,2024-04-17 07:36:45.929567,2024-04-17 08:25:11.924098,0 days 00:48:25.994531,128,10000,0.9999,0.003609681571235891,10000,-1.197199399295291,small,0.01,16,PRUNED
81,81,66.70488,2024-04-17 07:42:32.376086,2024-04-17 08:31:04.710985,0 days 00:48:32.334899,128,10000,0.995,0.003371042408629316,10000,-0.041455658037986676,small,0.05,16,COMPLETE
82,82,79.0984782,2024-04-17 07:48:50.532907,2024-04-17 08:38:33.405361,0 days 00:49:42.872454,128,10000,0.9,0.0008409101692453978,10000,-0.6968843863440153,small,0.001,16,COMPLETE
83,83,19.2658842,2024-04-17 07:59:42.385681,2024-04-17 09:07:33.688298,0 days 01:07:51.302617,128,100000,0.9,0.0002592708508948958,1000,-1.026585566197208,small,0.05,256,PRUNED
84,84,55.60979580000001,2024-04-17 08:02:17.398160,2024-04-17 08:49:47.416419,0 days 00:47:30.018259,16,1000000,0.995,0.006484227337117208,10000,-1.1889789500710632,small,0.08,256,PRUNED
85,85,39.4409313,2024-04-17 08:11:47.120146,2024-04-17 09:07:51.934865,0 days 00:56:04.814719,128,10000,0.9,8.546074542165741e-05,10000,-1.2655430900619435,small,0.05,16,PRUNED
86,86,97.79602009999999,2024-04-17 08:13:25.620487,2024-04-17 09:25:21.944214,0 days 01:11:56.323727,128,100000,0.995,0.00696386374647753,1000,-1.0600453424310303,small,0.05,256,COMPLETE
87,87,,2024-04-17 08:25:11.926092,2024-04-17 08:26:07.503674,0 days 00:00:55.577582,512,10000,0.995,0.3483161148200915,10000,-1.5809001857714367,small,0.08,256,PRUNED
88,88,53.8052366,2024-04-17 08:25:58.062910,2024-04-17 09:58:43.005880,0 days 01:32:44.942970,64,100000,0.9,0.007401793445587321,1000,0.2152399566300156,big,0.05,256,PRUNED
89,89,77.6803028,2024-04-17 08:26:07.504672,2024-04-17 09:44:57.861477,0 days 01:18:50.356805,128,100000,0.9,0.001371521701369238,10000,-1.2451447987652808,medium,0.05,16,COMPLETE
90,90,67.7523415,2024-04-17 08:31:04.711982,2024-04-17 10:12:40.893174,0 days 01:41:36.181192,2048,100000,0.9,0.005509437618259707,1000,-1.5654597146446072,small,0.05,256,COMPLETE
91,91,69.6544088,2024-04-17 08:38:33.406358,2024-04-17 09:51:55.704843,0 days 01:13:22.298485,64,100000,0.995,0.0047791693100517375,1000,-0.7338236627952475,small,0.05,256,COMPLETE
92,92,20.901417000000002,2024-04-17 08:49:47.417417,2024-04-17 10:05:44.762510,0 days 01:15:57.345093,1024,10000,0.9,0.0018632093481923849,10000,-0.4571537054451771,small,0.001,8,PRUNED
93,93,-3.6956938,2024-04-17 09:07:33.689295,2024-04-17 10:13:16.804121,0 days 01:05:43.114826,64,100000,0.95,0.004907777154635917,1000,-0.7045856924672624,small,0.005,256,PRUNED
94,94,61.39475209999999,2024-04-17 09:07:51.935862,2024-04-17 10:13:36.184283,0 days 01:05:44.248421,64,100000,0.9,0.015871213710511454,1000,0.14124908028628147,small,0.05,256,PRUNED
95,95,66.6875708,2024-04-17 09:25:21.945211,2024-04-17 10:19:12.651499,0 days 00:53:50.706288,64,10000,0.9,0.014116248827252948,1000,-0.03636388304556737,small,0.05,256,PRUNED
96,96,,2024-04-17 09:44:57.862474,2024-04-17 09:45:59.854660,0 days 00:01:01.992186,16,100000,0.995,0.08933599847988055,1000,-0.9515206671953492,small,0.05,256,PRUNED
97,97,-10.036451700000004,2024-04-17 09:45:59.855658,2024-04-17 10:24:03.651464,0 days 00:38:03.795806,64,100000,0.9,0.06039049246062989,0,-0.8441119128420114,small,0.05,256,PRUNED
98,98,79.10298850000001,2024-04-17 09:51:55.705841,2024-04-17 10:22:54.443439,0 days 00:30:58.737598,128,10000,0.9,0.02155982223113703,10000,0.4477807645295522,small,0.001,16,COMPLETE
99,99,12.267329199999999,2024-04-17 09:58:43.006878,2024-04-17 10:29:10.462586,0 days 00:30:27.455708,128,100000,0.9,0.037279730657050564,10000,-2.4581689522942316,medium,0.05,16,PRUNED
